Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2025,Mar 2026,Mar 2009
Equity Capital,53,67,67,67,67,67,67,65,65,65,72,218,
Reserves,1889,2139,2155,2353,2299,2187,2367,857,-4772,-4784,11298,12879,
Borrowings,2456,4514,6220,7379,3857,4189,5863,5923,8079,8865,788,2789,
  └─ Long term Borrowings,,743,875,1123,1121,721,83,80,73,16,0,0,
  └─ Short term Borrowings,,3475,5020,5960,2353,3071,5006,5251,7428,8229,781,2784,
  └─ Lease Liabilities,,0,0,0,0,0,0,0,0,0,6,5,
  └─ Preference Capital,0,2,2,2,2,2,0,2,2,2,0,0,
  └─ Other Borrowings,2456,295,323,294,381,395,774,590,576,618,-0,,
Other Liabilities,3610,4426,6177,7023,7872,8418,8951,6678,4421,3818,3359,2917,
  └─ Non controlling int,20,30,31,50,123,98,-58,-109,-226,-304,0,0,
  └─ Trade Payables,3015,3852,4467,5298,6036,6468,6276,4887,2544,1869,2587,2311,
  └─ Advance from Customers,107,208,1237,1100,1140,1208,885,79,35,26,83,,
  └─ Other liability items,468,336,442,575,573,644,1848,1821,2067,2227,689,606,
Total Liabilities,8007,11146,14619,16822,14095,14861,17248,13523,7794,7964,15517,18802,
Fixed Assets,1965,2233,2497,2661,2704,2455,5670,5537,5389,5241,5553,5366,
  └─ Land,209,211,221,237,243,262,1636,1638,1643,1638,2185,,
  └─ Building,439,512,566,622,680,666,602,603,602,602,948,,
  └─ Plant Machinery,1474,1713,1990,2242,2390,2409,1637,1653,1648,1636,2043,,
  └─ Equipments,22,27,30,33,36,36,38,38,38,36,43,,
  └─ Furniture n fittings,11,15,20,21,22,22,24,23,23,17,15,,
  └─ Vehicles,21,22,27,33,37,36,34,31,25,19,33,,
  └─ Wind turbines,334,433,510,519,537,544,551,551,551,551,550,,
  └─ Intangible Assets,0,0,0,0,0,0,1516,1516,1516,1516,1527,1548,
  └─ Other fixed assets,6,9,12,16,9,14,14,14,14,14,87,,
  └─ Gross Block,2516,2942,3376,3725,3954,3990,6051,6067,6058,6029,7431,,
  └─ Accumulated Depreciation,551,709,879,1064,1249,1535,381,530,670,788,1878,,
CWIP,130,183,241,213,144,112,42,29,28,27,95,51,
Investments,142,118,142,162,168,153,91,50,44,31,158,24,
Other Assets,5771,8611,11740,13786,11079,12141,11445,7907,2333,2665,9711,13361,
  └─ Inventories,1618,3205,4161,3563,3742,3160,2481,1239,1191,1262,6210,7282,
  └─ Trade receivables,1471,2631,3351,4856,5198,6757,6819,5285,283,264,1585,2407,
    └─ Receivables over 6m,171,103,78,137,124,340,0,0,0,0,1314,,8
    └─ Receivables under 6m,1318,2556,3306,4793,5148,6489,7776,7572,7496,7502,1498,,1276
    └─ Prov for Doubtful,-18,-28,-33,-73,-73,-73,-957,-2287,-7213,-7238,-1228,,-4
  └─ Cash Equivalents,1600,1955,3315,4296,1029,578,313,160,178,431,296,777,
  └─ Loans n Advances,210,-11,-9,-6,-6,-2,-7,-57,-533,-501,61,165,
  └─ Other asset items,872,832,921,1076,1116,1648,1839,1280,1213,1209,1559,2731,
Total Assets,8007,11146,14619,16822,14095,14861,17248,13523,7794,7964,15517,18802,
