Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,10,10,10,10,10,10
Reserves,8,15,153,193,185,183,184,171
Borrowings,0,10,4,4,3,3,5,2
  └─ Long term Borrowings,0.26,9.35,3.34,0.00,0.00,0.33,1.05,0.22
  └─ Short term Borrowings,0.00,0.08,0.22,0.08,0.08,0.16,1.33,0.50
  └─ Lease Liabilities,0.00,0.00,0.00,4.33,3.25,2.03,2.59,1.54
  └─ Other Borrowings,0.17,0.35,0.33,0.00,0.00,0.00,0.00,
Other Liabilities,15,9,19,12,8,10,11,13
  └─ Trade Payables,9.76,5.83,8.74,4.72,4.99,5.17,6.56,5.08
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.48,0.35,
  └─ Other liability items,5.38,3.34,10.02,6.80,3.39,3.88,3.81,8.06
Total Liabilities,24,34,186,219,207,205,210,196
Fixed Assets,1,1,4,10,9,7,9,14
  └─ Building,0.46,0.91,3.53,5.76,0.80,0.80,0.80,
  └─ Plant Machinery,0.00,0.00,0.05,0.37,0.55,0.86,1.40,
  └─ Equipments,0.05,0.15,0.28,0.47,0.55,0.55,0.63,
  └─ Computers,0.09,0.20,0.18,0.63,0.59,0.61,0.66,
  └─ Furniture n fittings,0.00,0.21,0.45,1.00,1.04,1.04,1.10,
  └─ Vehicles,0.00,0.00,0.00,1.18,1.18,1.66,3.41,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70
  └─ Other fixed assets,0.01,-0.01,0.00,2.46,5.88,4.67,5.18,
  └─ Gross Block,0.61,1.46,4.49,11.87,10.59,10.19,13.18,
  └─ Accumulated Depreciation,0.06,0.40,0.81,1.69,1.94,3.08,4.18,
CWIP,0,0,0,0,0,0,0,0
Investments,0,0,0,33,59,94,1,1
Other Assets,23,33,182,175,139,104,200,182
  └─ Inventories,14,16,37,63,34,31,40,48
  └─ Trade receivables,9,13,4,3,4,2,3,8
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,1.61,2.61,
    └─ Receivables under 6m,8.86,12.95,3.75,2.89,4.32,0.01,0.71,
    └─ Prov for Doubtful,0.00,-0.06,-0.06,0.00,-0.03,0.00,0.00,
  └─ Cash Equivalents,0,0,127,84,71,45,46,41
  └─ Loans n Advances,0,1,2,2,3,1,3,64
  └─ Other asset items,0,2,13,23,26,25,107,20
Total Assets,24,34,186,219,207,205,210,196
