Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,10,15,15,15
Reserves,7,6,14,86,116,147
Borrowings,14,20,23,18,19,52
  └─ Long term Borrowings,3.83,7.16,18.08,15.66,14.15,30.47
  └─ Short term Borrowings,10.44,13.35,5.02,2.36,5.20,21.42
  └─ Other Borrowings,0.00,-0.01,0.01,0.01,0.00,
Other Liabilities,5,7,25,19,30,30
  └─ Non controlling int,0.00,0.00,0.06,0.07,0.08,0.71
  └─ Trade Payables,1.67,2.54,7.11,2.10,5.95,6.00
  └─ Other liability items,3.71,4.73,17.93,16.76,23.78,23.06
Total Liabilities,27,35,73,138,180,243
Fixed Assets,2,2,13,19,24,25
  └─ Building,2.19,2.31,2.31,2.32,2.70,
  └─ Equipments,1.23,1.28,1.30,1.36,1.47,
  └─ Computers,2.36,2.61,10.01,14.70,18.17,
  └─ Furniture n fittings,2.29,2.31,3.75,4.48,5.57,
  └─ Vehicles,1.31,1.31,1.31,3.65,3.72,
  └─ Intangible Assets,0.00,0.00,4.56,4.77,4.77,17.39
  └─ Other fixed assets,0.41,0.40,0.41,0.46,1.25,
  └─ Gross Block,9.79,10.22,23.65,31.74,37.65,
  └─ Accumulated Depreciation,7.88,8.31,10.18,12.85,13.60,
CWIP,9,13,9,22,29,40
Investments,0,0,1,14,8,13
Other Assets,16,19,50,83,119,164
  └─ Trade receivables,8,10,23,43,75,90
    └─ Receivables over 6m,4,4,2,5,14,
    └─ Receivables under 6m,4,6,21,38,61,
  └─ Cash Equivalents,0,0,8,10,13,10
  └─ Loans n Advances,0,0,0,5,2,12
  └─ Other asset items,8,8,18,24,29,51
Total Assets,27,35,73,138,180,243
