Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,7.50,7.50,8.25,8.25,8.25,8.25,8.25,8.25,8.25
Reserves,0.96,1.30,1.95,2.18,2.31,2.91,3.35,3.79,3.93
Borrowing,1.05,3.05,3.18,3.94,4.30,3.55,4.67,9.19,12.06
Other Liabilities,0.51,0.51,0.77,0.90,1.14,1.04,1.19,1.32,1.12
  └─ Trade Payables,0.00,0.00,0.00,0.49,0.50,0.42,0.40,0.28,0.26
  └─ Other liability items,0.51,0.51,0.77,0.41,0.64,0.62,0.79,1.04,0.86
Total Liabilities,10.02,12.36,14.15,15.27,16.00,15.75,17.46,22.55,25.36
Fixed Assets,0.45,0.34,0.30,0.28,0.24,0.19,0.68,2.30,2.04
  └─ Equipments,0.00,0.01,0.01,0.02,0.02,0.03,0.07,0.08,0.08
  └─ Computers,0.00,0.02,0.02,0.04,0.04,0.04,0.06,0.07,0.07
  └─ Furniture n fittings,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01
  └─ Vehicles,0.00,0.35,0.35,0.35,0.35,0.35,0.84,2.80,2.80
  └─ Other fixed assets,0.45,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01
  └─ Gross Block,0.45,0.38,0.38,0.41,0.42,0.42,0.99,2.96,2.97
  └─ Accumulated Depreciation,0.00,0.04,0.08,0.13,0.18,0.23,0.31,0.66,0.92
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.03,0.00,0.02,0.28,0.03,0.05,0.06,0.05,0.05
Other Assets,9.54,12.02,13.83,14.71,15.73,15.51,16.72,20.20,23.27
  └─ Trade receivables,0.00,0.05,0.00,0.27,0.03,0.03,0.00,0.00,0.00
  └─ Cash Equivalents,0.50,0.87,0.57,0.22,0.28,0.60,0.09,0.18,0.19
  └─ Loans n Advances,0.02,0.00,0.01,0.00,0.00,0.00,0.03,0.02,0.01
  └─ Other asset items,9.02,11.10,13.25,14.22,15.42,14.88,16.60,20.00,23.07
Total Assets,10.02,12.36,14.15,15.27,16.00,15.75,17.46,22.55,25.36
