Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,41,43,43,43,43,43,43,48,48,48,48,48
Reserves,49,57,81,101,125,146,202,378,391,443,470,482
Borrowings,86,80,95,89,97,88,66,75,75,99,148,153
  └─ Long term Borrowings,14,29,32,30,41,32,21,19,18,17,16,14
  └─ Short term Borrowings,51,38,56,52,45,46,43,56,57,83,131,139
  └─ Preference Capital,9,9,0,9,6,0,0,0,0,0,0,0
  └─ Other Borrowings,12,4,7,-2,5,10,2,0,0,0,0,
Other Liabilities,99,84,78,82,85,92,128,110,135,153,178,225
  └─ Trade Payables,69,57,47,61,51,55,86,62,87,113,119,158
  └─ Advance from Customers,2,1,1,0,7,6,2,2,2,1,2,
  └─ Other liability items,28,26,30,21,27,31,40,46,46,39,56,68
Total Liabilities,275,264,298,315,351,370,439,611,650,743,844,908
Fixed Assets,102,101,104,104,113,111,112,151,165,182,208,369
  └─ Land,0.50,0.58,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,
  └─ Building,32.50,33.92,20.34,20.95,29.89,30.46,31.93,41.53,45.64,52.82,57.73,
  └─ Plant Machinery,240.19,245.35,84.69,91.75,98.90,106.04,111.94,150.68,171.30,190.18,215.08,
  └─ Equipments,9.28,9.31,0.26,0.33,0.36,0.41,0.45,0.46,0.57,0.62,0.69,
  └─ Computers,3.50,3.67,0.42,0.57,0.96,1.14,1.30,1.65,2.09,2.62,3.24,
  └─ Furniture n fittings,3.98,4.26,1.19,1.25,1.54,1.77,1.83,1.97,2.80,2.96,3.11,
  └─ Vehicles,2.51,2.68,1.32,1.84,1.74,1.74,1.74,1.92,2.60,3.97,6.26,
  └─ Intangible Assets,14.29,14.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,31.86
  └─ Other fixed assets,-0.02,-0.01,0.12,0.12,0.29,0.29,3.66,4.14,4.37,5.82,14.97,
  └─ Gross Block,306.73,314.05,112.80,121.27,138.14,146.31,157.31,206.81,233.83,263.45,305.54,
  └─ Accumulated Depreciation,205.18,213.16,8.33,16.84,25.52,35.16,45.12,56.12,68.84,81.74,97.13,
CWIP,1,3,6,10,24,30,43,36,70,97,113,2
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,172,160,187,201,214,229,284,425,415,465,522,537
  └─ Inventories,45,59,61,71,73,88,100,150,131,138,169,164
  └─ Trade receivables,81,57,73,65,87,93,120,127,163,212,215,263
  └─ Cash Equivalents,4,5,7,6,4,5,7,57,13,14,26,7
  └─ Loans n Advances,2,1,3,3,2,3,2,3,6,5,7,14
  └─ Other asset items,40,38,44,56,48,39,55,87,103,95,105,89
Total Assets,275,264,298,315,351,370,439,611,650,743,844,908
