Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,41,41,41,41,41,41,41,41,41,41,41,43,
Reserves,21,40,73,76,80,86,98,137,169,228,268,320,
Borrowings,146,211,256,277,378,387,296,299,332,477,738,874,
  └─ Long term Borrowings,97,178,200,172,301,316,250,175,318,416,704,758,
  └─ Short term Borrowings,49,33,55,105,77,71,45,124,14,61,34,115,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0,1,
  └─ Other Borrowings,0,0,-0,0,0,0,0,0,0,0,0,,
Other Liabilities,179,201,235,282,226,234,255,377,491,455,538,533,
  └─ Non controlling int,3,5,8,10,15,20,25,25,36,54,69,86,
  └─ Trade Payables,8,15,29,38,40,63,53,62,75,64,76,89,
  └─ Advance from Customers,0,0,159,200,144,144,170,277,311,304,342,,
  └─ Other liability items,168,181,38,34,28,7,7,13,69,34,51,357,
Total Liabilities,386,492,604,676,725,748,689,854,1033,1202,1586,1770,
Fixed Assets,5,5,13,27,11,20,20,21,22,21,94,104,
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.34,,
  └─ Building,0.17,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,
  └─ Plant Machinery,0.94,0.98,0.28,5.83,6.04,6.22,7.15,8.68,11.67,12.37,13.76,,
  └─ Equipments,0.47,0.53,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Computers,0.61,0.66,0.11,0.65,0.94,1.02,1.13,1.17,1.33,1.46,1.53,,
  └─ Furniture n fittings,1.41,1.48,0.92,2.27,3.37,3.38,3.41,3.41,3.41,3.42,4.02,,
  └─ Vehicles,3.83,4.07,2.44,2.97,4.02,4.72,5.01,5.38,5.38,5.76,7.84,,
  └─ Intangible Assets,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,
  └─ Other fixed assets,0.40,0.55,9.24,17.86,0.20,10.49,11.69,11.72,11.91,11.90,14.91,,
  └─ Gross Block,7.84,8.44,14.10,29.75,14.74,26.00,28.56,30.53,33.87,35.08,110.57,,
  └─ Accumulated Depreciation,2.51,3.59,0.99,2.29,4.14,6.18,8.16,9.89,11.85,14.04,16.36,,
CWIP,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,4,21,
Investments,1,5,0,0,0,0,0,0,0,0,0,0,
Other Assets,380,482,591,648,715,728,668,834,1011,1181,1488,1644,
  └─ Inventories,184,232,345,361,422,388,355,447,484,555,728,898,
  └─ Trade receivables,6,9,34,51,28,35,26,60,85,104,114,100,
    └─ Receivables over 6m,0,0,0,0,0,0,0,0,0,21,28,,0
    └─ Receivables under 6m,6,9,34,51,28,35,26,60,85,83,86,,3
  └─ Cash Equivalents,3,5,9,12,15,11,12,15,8,15,18,20,
  └─ Loans n Advances,5,16,40,16,26,28,16,27,15,22,27,15,
  └─ Other asset items,181,220,163,208,224,265,259,285,419,485,600,611,
Total Assets,386,492,604,676,725,748,689,854,1033,1202,1586,1770,
