Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,15,20
Reserves,9,27,34
Borrowings,15,16,25
  └─ Long term Borrowings,2.35,2.00,1.46
  └─ Short term Borrowings,12.37,14.37,23.85
Other Liabilities,8,8,13
  └─ Non controlling int,0.00,-0.02,-0.06
  └─ Trade Payables,5.74,5.97,11.14
  └─ Other liability items,2.55,2.47,2.26
Total Liabilities,41,67,93
Fixed Assets,1,1,2
  └─ Land,0.15,0.15,
  └─ Building,0.21,0.21,
  └─ Plant Machinery,1.75,1.76,
  └─ Equipments,0.45,0.47,
  └─ Computers,0.12,0.13,
  └─ Furniture n fittings,0.02,0.02,
  └─ Vehicles,0.24,0.35,
  └─ Other fixed assets,0.19,0.25,
  └─ Gross Block,3.13,3.34,
  └─ Accumulated Depreciation,2.43,2.55,
CWIP,0,0,0
Investments,1,0,0
Other Assets,40,66,91
  └─ Inventories,20.21,19.44,31.21
  └─ Trade receivables,12.60,22.99,26.48
  └─ Cash Equivalents,0.13,0.47,1.31
  └─ Loans n Advances,2.07,22.76,29.07
  └─ Other asset items,4.78,0.55,3.11
Total Assets,41,67,93
