Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2018,Mar 2019
Equity Capital,8.64,8.64,8.64,8.64,8.64,8.64,8.64,,
Reserves,11.58,25.82,57.00,54.41,80.95,62.59,58.33,,
Borrowings,4.84,5.15,4.42,3.41,2.04,0.00,0.00,,
  └─ Long term Borrowings,3.21,4.38,3.35,2.04,1.00,-0.00,-0.00,6.14,4.61
  └─ Short term Borrowings,1.63,0.77,1.07,1.37,1.04,-0.00,-0.00,1.20,1.43
Other Liabilities,4.44,5.97,7.72,10.24,12.99,15.63,16.19,,
  └─ Trade Payables,0.30,0.28,0.25,0.40,0.05,0.03,0.05,0.24,0.18
  └─ Other liability items,4.14,5.69,7.47,9.84,12.94,15.60,16.14,1.88,2.02
Total Liabilities,29.50,45.58,77.78,76.70,104.62,86.86,83.16,,
Fixed Assets,0.19,0.14,0.13,0.12,0.11,0.10,0.10,,
  └─ Land,,,,,0.05,0.05,,,
  └─ Plant Machinery,,,,,0.60,0.60,,,
  └─ Furniture n fittings,,,,,0.63,0.63,,,
  └─ Vehicles,,,,,0.76,0.76,,,
  └─ Gross Block,,,,,2.04,2.04,,,
  └─ Accumulated Depreciation,,,,,1.93,1.94,,,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Investments,27.76,34.00,66.87,65.31,93.52,75.49,71.61,,
Other Assets,1.55,11.44,10.78,11.27,10.99,11.27,11.45,,
  └─ Inventories,0.00,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24
  └─ Trade receivables,0.11,0.15,0.24,0.31,0.13,0.12,0.16,0.30,0.20
    └─ Receivables over 6m,,,,,0.06,0.07,,,
    └─ Receivables under 6m,,,,,0.07,0.05,,,
  └─ Cash Equivalents,0.04,0.70,0.51,0.29,0.20,0.19,0.10,3.37,0.76
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.20,0.14,0.00,0.00,0.00
  └─ Other asset items,1.40,2.35,1.79,2.43,2.22,2.58,2.95,1.22,1.23
Total Assets,29.50,45.58,77.78,76.70,104.62,86.86,83.16,,
