Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Equity Capital,2.21,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97
Reserves,3.59,3.97,4.29,4.70,4.20,4.46,4.36,4.17,4.26,4.24
Borrowings,1.36,1.15,2.60,0.34,1.52,0.35,0.55,0.35,0.00,0.00
  └─ Short term Borrowings,,,,,1.52,0.35,0.55,0.35,0.00,0.00
  └─ Other Borrowings,1.36,1.15,2.60,0.34,0.00,0.00,0.00,0.00,0.00,0.00
Other Liabilities,1.27,1.50,1.91,2.08,1.84,2.42,0.94,0.71,0.67,0.85
  └─ Trade Payables,0.88,0.85,1.06,0.99,0.92,1.29,0.47,0.44,0.42,0.54
  └─ Advance from Customers,0.00,0.05,0.00,0.00,0.02,0.32,0.14,0.00,0.00,0.00
  └─ Other liability items,0.39,0.60,0.85,1.09,0.90,0.81,0.33,0.27,0.25,0.31
Total Liabilities,8.43,9.59,11.77,10.09,10.53,10.20,8.82,8.20,7.90,8.06
Fixed Assets,4.14,3.97,3.70,3.44,1.90,1.66,1.26,1.07,0.78,0.64
  └─ Land,0.87,0.87,0.87,0.87,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Building,0.97,0.96,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Plant Machinery,2.80,2.85,2.84,2.94,2.35,2.39,2.01,1.97,1.91,1.90
  └─ Equipments,0.27,0.30,0.31,0.35,0.31,0.25,0.25,0.02,0.05,0.05
  └─ Computers,0.11,0.12,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.03
  └─ Furniture n fittings,0.52,0.41,0.35,0.30,0.30,0.16,0.16,0.19,0.16,0.16
  └─ Vehicles,0.51,0.57,0.50,0.44,0.70,0.64,0.64,0.52,0.50,0.50
  └─ Other fixed assets,0.45,0.51,0.53,0.41,0.26,0.11,0.13,0.00,-0.01,0.00
  └─ Gross Block,6.50,6.59,6.44,6.35,4.00,3.61,3.25,2.76,2.67,2.64
  └─ Accumulated Depreciation,2.36,2.62,2.74,2.91,2.10,1.95,2.00,1.68,1.89,2.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.07,0.19,0.09,0.28,0.94,0.95,0.74,0.74,0.74,0.74
Other Assets,4.22,5.43,7.98,6.37,7.69,7.59,6.82,6.39,6.38,6.68
  └─ Inventories,2.06,1.63,1.57,0.67,1.42,1.99,0.74,0.00,0.00,0.00
  └─ Trade receivables,1.09,1.15,2.23,1.53,1.81,1.05,1.11,0.68,0.30,0.29
  └─ Cash Equivalents,0.37,1.10,2.36,2.07,1.77,2.02,1.99,2.30,1.68,1.87
  └─ Loans n Advances,0.09,0.24,0.26,0.60,0.89,0.33,0.36,0.47,0.96,1.05
  └─ Other asset items,0.61,1.31,1.56,1.50,1.80,2.20,2.62,2.94,3.44,3.47
Total Assets,8.43,9.59,11.77,10.09,10.53,10.20,8.82,8.20,7.90,8.06
