Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.50,0.50,,,8
Reserves,3,5,,,66
Borrowings,10,14,,,12
  └─ Long term Borrowings,3.25,4.03,,,3.13
  └─ Short term Borrowings,7.25,10.02,,,8.39
Other Liabilities,10,21,,,13
  └─ Non controlling int,0.00,0.00,,,-0.15
  └─ Trade Payables,8.85,19.94,,,12.59
  └─ Other liability items,0.85,0.78,,,0.84
Total Liabilities,23,41,,,99
Fixed Assets,3,6,,,1
  └─ Plant Machinery,0.07,0.34,,,
  └─ Equipments,0.05,0.12,,,
  └─ Computers,0.10,0.19,,,
  └─ Furniture n fittings,0.34,0.70,,,
  └─ Vehicles,0.25,0.25,,,
  └─ Other fixed assets,2.71,5.28,,,
  └─ Gross Block,3.52,6.88,,,
  └─ Accumulated Depreciation,0.07,0.38,,,
CWIP,0,0,,,0
Investments,0,8,,,10
Other Assets,20,26,,,87
  └─ Inventories,8.29,10.62,,,39.10
  └─ Trade receivables,10.07,13.25,,,6.21
  └─ Cash Equivalents,0.01,0.08,,,31.33
  └─ Loans n Advances,0.00,1.21,,,10.01
  └─ Other asset items,1.62,1.00,,,0.67
Total Assets,23,41,,,99
