Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,70,72,50,74,74,78,80,80,80,80,80
Reserves,193,255,-209,466,524,786,1307,1590,1748,2058,2167
Borrowings,256,280,753,336,369,316,257,678,1355,2557,4253
  └─ Long term Borrowings,,,246,243,269,185,138,497,928,1654,2673
  └─ Short term Borrowings,,,31,18,10,86,23,36,119,252,571
  └─ Lease Liabilities,,,50,48,48,46,96,145,309,651,1009
  └─ Other Borrowings,256,280,427,28,42,0,0,0,0,0,
Other Liabilities,146,167,359,237,228,253,260,553,636,995,1258
  └─ Non controlling int,7,7,20,25,13,12,23,268,265,281,311
  └─ Trade Payables,67,78,95,104,123,132,130,174,197,269,323
  └─ Advance from Customers,4,4,0,0,0,0,0,0,0,0,
  └─ Other liability items,68,77,244,107,91,109,107,111,174,445,624
Total Liabilities,665,774,954,1114,1194,1433,1904,2901,3820,5689,7759
Fixed Assets,515,518,755,863,916,931,1005,1766,2434,3348,5710
  └─ Land,17,18,37,39,49,83,167,250,353,405,
  └─ Building,303,317,407,437,470,472,474,722,1236,1793,
  └─ Plant Machinery,15,16,23,26,29,31,34,51,59,124,
  └─ Equipments,260,276,243,299,340,373,400,609,720,992,
  └─ Computers,9,10,6,9,14,19,26,34,44,57,
  └─ Furniture n fittings,69,74,61,67,79,87,91,130,173,228,
  └─ Vehicles,3,4,4,5,6,7,8,12,14,19,
  └─ Intangible Assets,0,0,44,78,87,87,87,359,359,402,396
  └─ Other fixed assets,2,2,2,27,29,31,42,56,61,71,
  └─ Gross Block,679,717,827,987,1103,1190,1329,2223,3019,4089,
  └─ Accumulated Depreciation,165,199,73,124,187,259,324,457,585,741,
CWIP,2,64,0,0,2,9,21,477,600,1214,606
Investments,11,14,0,0,0,0,332,68,157,99,103
Other Assets,137,177,199,250,276,493,546,590,629,1028,1339
  └─ Inventories,12,16,20,27,30,24,36,43,49,64,97
  └─ Trade receivables,66,92,108,123,132,110,129,253,294,395,554
    └─ Receivables over 6m,12,22,0,0,0,0,46,81,98,128,
    └─ Receivables under 6m,58,74,122,156,170,151,123,233,250,325,
    └─ Prov for Doubtful,-3,-5,-15,-33,-37,-41,-40,-61,-54,-58,
  └─ Cash Equivalents,7,8,11,10,46,284,190,66,49,80,75
  └─ Loans n Advances,20,20,3,4,4,7,10,11,36,85,163
  └─ Other asset items,31,41,57,86,64,67,180,217,200,404,450
Total Assets,665,774,954,1114,1194,1433,1904,2901,3820,5689,7759
