Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,112,112,112,112,112,112,112,112,112,112
Reserves,2370,2636,3182,3368,3393,3607,3775,3867,3729,3589
Borrowings,5700,4369,1020,1400,1049,1336,1059,2502,4997,5636
  └─ Long term Borrowings,3126,2392,702,550,865,382,399,2356,3709,3761
  └─ Short term Borrowings,1588,1463,200,34,160,934,639,126,1288,1875
  └─ Lease Liabilities,0,0,12,17,23,21,22,20,0,0
  └─ Other Borrowings,986,514,106,799,0,0,0,0,0,
Other Liabilities,2154,3214,1861,1868,2141,2684,3465,4018,7646,10895
  └─ Non controlling int,0,0,0,132,143,158,152,116,48,-2
  └─ Trade Payables,706,682,519,493,621,858,786,732,827,661
  └─ Advance from Customers,80,83,14,91,251,607,1484,2117,3822,
  └─ Other liability items,1369,2449,1328,1153,1126,1060,1043,1053,2949,10236
Total Liabilities,10336,10331,6175,6747,6693,7739,8411,10499,16483,20233
Fixed Assets,7309,7256,4430,4293,4139,4059,3952,3734,1437,1367
  └─ Land,426.80,474.42,397.48,397.48,403.68,394.85,369.17,369.13,346.12,
  └─ Building,1044.69,985.06,621.66,638.42,651.79,665.10,672.28,691.38,356.42,
  └─ Plant Machinery,8337.86,8146.96,5274.66,5324.75,5377.85,5492.32,5554.33,5477.01,1132.64,
  └─ Equipments,29.06,31.73,11.23,12.13,12.83,12.93,14.67,20.39,17.62,
  └─ Furniture n fittings,462.89,463.98,167.54,167.82,168.53,169.45,178.76,197.15,73.76,
  └─ Railway sidings,62.04,62.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Vehicles,16.90,17.04,9.87,9.17,9.36,10.10,11.28,15.03,12.74,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.82
  └─ Other fixed assets,1173.38,1236.25,1063.03,1073.54,1074.44,1087.19,1115.19,1119.58,1096.08,
  └─ Gross Block,11553.62,11417.48,7545.47,7623.31,7698.48,7831.94,7915.68,7889.67,3035.38,
  └─ Accumulated Depreciation,4244.22,4161.94,3115.02,3330.02,3559.27,3773.33,3963.35,4155.82,1597.97,
CWIP,34,35,275,176,210,211,190,58,26,18
Investments,258,223,183,107,238,409,228,692,1085,1512
Other Assets,2734,2817,1287,2171,2106,3060,4041,6015,13935,17336
  └─ Inventories,1264,1179,699,1338,1508,2331,3256,4726,8943,11060
  └─ Trade receivables,503,421,204,181,158,217,156,166,105,17
    └─ Receivables over 6m,0,0,0,0,0,0,48,44,67,
    └─ Receivables under 6m,513,432,216,190,170,230,133,151,57,
    └─ Prov for Doubtful,-10,-10,-12,-8,-12,-13,-24,-30,-19,
  └─ Cash Equivalents,89,250,59,119,125,114,151,402,1001,1399
  └─ Loans n Advances,141,214,72,80,73,98,168,119,197,67
  └─ Other asset items,737,754,254,453,242,300,309,603,3689,4793
Total Assets,10336,10331,6175,6747,6693,7739,8411,10499,16483,20233
