Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5.06,8.10,8.10,8.10,10.10,10.10
Reserves,3.97,1.14,2.00,2.55,2.06,6.10
Borrowing,0.00,2.00,2.00,2.00,1.81,0.59
Other Liabilities,0.19,0.35,0.35,0.44,11.68,11.61
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.18,1.90
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.35,7.64
  └─ Other liability items,0.19,0.35,0.35,0.44,11.15,2.07
Total Liabilities,9.22,11.59,12.45,13.09,25.65,28.40
Fixed Assets,0.00,0.12,0.19,0.22,0.38,0.83
  └─ Plant Machinery,0.00,0.15,0.24,0.31,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.20,0.20
  └─ Gross Block,0.00,0.15,0.24,0.31,,
  └─ Accumulated Depreciation,0.00,0.03,0.05,0.08,,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.02,0.02,8.26,6.37
Other Assets,9.22,11.47,12.24,12.85,17.01,21.20
  └─ Inventories,0.00,0.00,0.00,0.00,13.37,2.57
  └─ Trade receivables,0.00,0.00,0.00,0.01,0.01,4.22
  └─ Cash Equivalents,0.01,0.04,0.10,0.12,0.73,2.31
  └─ Loans n Advances,0.29,0.26,0.31,0.30,1.06,9.60
  └─ Other asset items,8.92,11.17,11.83,12.42,1.84,2.50
Total Assets,9.22,11.59,12.45,13.09,25.65,28.40
