Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,23,23,26,26,26
Reserves,30,36,63,91,267,317,421
Borrowings,63,53,39,45,0,1,9
  └─ Long term Borrowings,37.58,35.28,20.99,19.69,0.06,0.33,0.61
  └─ Short term Borrowings,25.88,17.79,18.14,25.32,0.06,0.26,0.45
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,7.83
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,-0.01,
Other Liabilities,41,50,58,55,82,84,109
  └─ Trade Payables,34,40,34,37,55,57,81
  └─ Advance from Customers,3,4,9,5,6,5,
  └─ Other liability items,5,6,15,14,21,22,28
Total Liabilities,157,162,183,214,375,427,565
Fixed Assets,44,43,46,56,83,172,213
  └─ Land,16.21,16.21,16.21,16.21,21.68,33.44,
  └─ Building,23.30,23.17,23.97,24.56,29.70,48.39,
  └─ Plant Machinery,48.45,49.69,53.83,67.22,87.43,150.88,
  └─ Equipments,4.37,10.54,11.66,6.28,6.80,9.75,
  └─ Computers,1.46,1.59,1.91,2.30,2.83,3.03,
  └─ Furniture n fittings,8.60,3.35,3.56,9.29,10.08,12.24,
  └─ Vehicles,0.03,0.32,0.61,0.61,0.61,1.32,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,1.27,2.12
  └─ Other fixed assets,0.49,0.66,0.82,1.52,1.67,2.33,
  └─ Gross Block,102.91,105.53,112.57,127.99,160.80,262.65,
  └─ Accumulated Depreciation,58.52,62.27,66.46,71.68,77.83,90.84,
CWIP,0,0,7,1,5,10,23
Investments,0,0,0,0,0,0,0
Other Assets,113,118,131,157,287,245,329
  └─ Inventories,32,34,36,56,59,67,84
  └─ Trade receivables,28,34,53,67,95,117,130
    └─ Receivables over 6m,12,1,2,12,9,12,
    └─ Receivables under 6m,16,32,51,55,86,104,
  └─ Cash Equivalents,5,4,8,6,106,27,70
  └─ Loans n Advances,40,40,28,23,10,14,3
  └─ Other asset items,8,6,6,5,17,21,42
Total Assets,157,162,183,214,375,427,565
