Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,72,72,72,72,72,72,72,72,72,72,72,72
Reserves,1139,1168,1242,1251,1155,1107,698,505,20,-733,-1680,-2933
Borrowings,2118,2303,2001,2228,2259,2143,1943,1878,1845,1833,3471,4535
  └─ Long term Borrowings,352,390,274,170,36,0,0,0,231,432,433,4500
  └─ Short term Borrowings,1760,1859,1652,1955,2089,2130,1938,1878,1610,1398,3037,27
  └─ Lease Liabilities,0,0,0,0,0,13,4,0,3,3,1,7
  └─ Other Borrowings,6,55,75,103,135,0,0,0,0,0,0,
Other Liabilities,3314,3148,3111,3226,3217,2923,2677,2905,3019,3186,2838,2637
  └─ Non controlling int,35,53,65,57,16,-12,-35,-40,-43,-45,-32,-43
  └─ Trade Payables,1527,1516,1412,1389,1378,1165,1273,853,1158,1203,1281,1129
  └─ Advance from Customers,838,516,961,815,576,658,677,0,0,0,0,
  └─ Other liability items,914,1064,673,964,1248,1111,762,2091,1904,2028,1589,1550
Total Liabilities,6643,6691,6426,6777,6704,6245,5389,5360,4955,4358,4701,4311
Fixed Assets,421,494,488,493,493,403,370,336,324,300,285,258
  └─ Land,253.90,326.95,328.00,328.00,328.00,252.93,252.94,244.38,241.86,241.34,241.34,
  └─ Building,25.48,29.62,30.09,30.52,30.52,27.28,27.28,22.89,22.89,7.43,7.43,
  └─ Plant Machinery,200.43,213.39,224.80,245.46,267.26,263.42,264.25,256.63,255.40,212.23,205.90,
  └─ Equipments,13.21,13.65,16.71,20.09,22.65,25.18,25.41,25.48,25.17,1.20,1.20,
  └─ Furniture n fittings,13.85,15.04,15.19,15.43,15.72,12.51,12.51,12.49,11.67,4.77,4.67,
  └─ Vehicles,14.94,14.32,15.32,14.32,14.43,13.62,12.80,11.66,9.17,5.05,3.51,
  └─ Intangible Assets,12.10,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,0.66
  └─ Other fixed assets,21.49,21.67,22.18,21.62,22.62,42.02,34.44,34.44,27.94,27.94,27.46,
  └─ Gross Block,555.40,648.71,666.36,689.51,715.27,651.03,643.70,622.04,608.17,514.03,505.58,
  └─ Accumulated Depreciation,134.53,154.27,177.92,196.07,222.63,247.69,273.64,286.35,283.91,214.51,220.45,
CWIP,5,0,0,0,0,0,0,0,0,0,0,0
Investments,0,1,1,1,1,0,1,1,1,2,2,0
Other Assets,6217,6196,5937,6283,6211,5841,5018,5023,4630,4057,4414,4052
  └─ Inventories,51,26,61,44,37,44,47,39,42,43,15,10
  └─ Trade receivables,2416,2627,2164,2996,2891,881,808,730,677,580,357,87
  └─ Cash Equivalents,851,556,532,372,396,381,354,274,297,90,78,49
  └─ Loans n Advances,177,487,882,802,789,846,810,818,720,643,824,684
  └─ Other asset items,2723,2499,2299,2068,2097,3690,3000,3163,2894,2700,3140,3222
Total Assets,6643,6691,6426,6777,6704,6245,5389,5360,4955,4358,4701,4311
