Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2019
Equity Capital,6,6,6,6,12,24,24,
Reserves,164,172,185,212,242,279,334,
Borrowings,0,4,13,34,31,32,62,
  └─ Long term Borrowings,-0,-0,2,2,-0,-0,-0,-0
  └─ Short term Borrowings,-0,-0,0,0,2,-0,-0,-0
  └─ Lease Liabilities,0,4,11,32,29,32,62,-0
  └─ Other Borrowings,-0,0,-0,-0,-0,-0,,
Other Liabilities,19,40,46,92,112,151,144,
  └─ Trade Payables,16,36,41,74,102,131,125,22
  └─ Advance from Customers,0,0,0,0,0,13,,
  └─ Other liability items,4,5,5,18,10,7,19,3
Total Liabilities,189,223,250,344,396,486,563,
Fixed Assets,33,41,47,133,147,153,269,
  └─ Land,7.53,7.53,7.53,25.44,30.17,30.17,,
  └─ Building,16.27,16.27,28.92,52.95,55.57,62.58,,
  └─ Plant Machinery,33.69,40.08,38.71,85.21,104.37,117.52,,
  └─ Equipments,1.22,1.34,1.10,1.54,1.61,1.70,,
  └─ Computers,0.17,0.28,0.61,0.93,1.61,1.33,,
  └─ Furniture n fittings,4.70,6.05,5.76,8.94,9.28,10.91,,
  └─ Vehicles,0.31,0.29,2.82,2.82,2.90,3.45,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.07
  └─ Other fixed assets,0.84,4.66,0.25,0.38,0.41,0.41,,
  └─ Gross Block,64.73,76.50,85.70,178.21,205.92,228.07,,
  └─ Accumulated Depreciation,31.30,35.45,38.48,44.73,59.36,75.09,,
CWIP,0,3,32,13,12,28,19,
Investments,39,40,43,51,56,63,83,
Other Assets,117,138,128,146,181,242,192,
  └─ Inventories,7,12,21,39,30,44,48,6
  └─ Trade receivables,6,31,30,31,87,93,101,9
    └─ Receivables over 6m,0,0,0,0,0,16,,
    └─ Receivables under 6m,6,31,30,31,87,77,,
    └─ Prov for Doubtful,-0,-0,0,0,0,0,,
  └─ Cash Equivalents,96,85,51,52,33,63,23,93
  └─ Loans n Advances,1,1,19,2,12,9,4,0
  └─ Other asset items,7,8,6,23,18,32,16,7
Total Assets,189,223,250,344,396,486,563,
