Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Equity Capital,5.11,7.71,7.71,9.45,10.06,10.06,11.06
Reserves,1.41,5.03,5.63,8.68,9.80,12.68,11.50
Borrowings,10.86,10.18,12.30,14.02,12.83,15.59,10.91
  └─ Long term Borrowings,3.65,2.34,1.53,3.06,2.94,5.54,4.76
  └─ Short term Borrowings,5.80,6.48,9.51,9.95,9.89,10.05,6.15
  └─ Other Borrowings,1.41,1.36,1.26,1.01,0.00,0.00,0.00
Other Liabilities,7.31,8.17,4.89,4.90,3.96,2.85,2.92
  └─ Trade Payables,4.19,3.90,2.38,1.35,1.89,1.40,1.10
  └─ Advance from Customers,1.43,1.03,0.13,0.13,0.11,0.05,0.03
  └─ Other liability items,1.69,3.24,2.38,3.42,1.96,1.40,1.79
Total Liabilities,24.69,31.09,30.53,37.05,36.65,41.18,36.39
Fixed Assets,6.42,7.14,6.88,6.07,5.08,5.04,11.55
  └─ Building,5.92,6.73,6.73,6.51,6.06,6.06,2.48
  └─ Plant Machinery,3.19,3.48,3.70,3.76,3.79,4.11,4.11
  └─ Equipments,0.03,0.04,0.04,0.04,0.04,0.04,0.04
  └─ Computers,0.18,0.22,0.24,0.24,0.24,0.24,0.24
  └─ Furniture n fittings,0.15,0.16,0.42,0.43,0.43,0.43,0.43
  └─ Vehicles,0.26,0.38,0.38,0.38,0.38,0.38,0.27
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,8.89
  └─ Other fixed assets,0.01,0.11,0.12,0.12,0.12,0.29,0.18
  └─ Gross Block,9.74,11.12,11.63,11.48,11.06,11.55,16.64
  └─ Accumulated Depreciation,3.32,3.98,4.75,5.41,5.98,6.51,5.10
CWIP,0.00,0.00,0.00,4.52,5.55,8.89,0.00
Investments,0.11,0.11,0.06,0.06,0.06,0.06,0.06
Other Assets,18.16,23.84,23.59,26.40,25.96,27.19,24.78
  └─ Inventories,1.28,5.47,5.91,6.27,6.97,7.68,7.54
  └─ Trade receivables,12.35,10.34,8.50,7.27,7.02,8.75,7.17
    └─ Receivables over 6m,3.25,3.69,2.83,2.71,2.04,5.43,5.66
    └─ Receivables under 6m,9.09,6.65,5.67,4.56,4.98,3.32,1.52
  └─ Cash Equivalents,0.50,0.66,0.68,1.00,0.70,0.51,0.22
  └─ Loans n Advances,0.11,0.58,1.04,0.55,0.28,0.26,0.26
  └─ Other asset items,3.92,6.79,7.46,11.31,10.99,9.99,9.59
Total Assets,24.69,31.09,30.53,37.05,36.65,41.18,36.39
