Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42,43,50,53,64,64,64,64,64
Reserves,436,429,474,427,944,1192,1275,1334,1326
Borrowings,31,96,646,645,789,963,1164,1292,1417
  └─ Long term Borrowings,3,65,54,49,42,21,13,6,0
  └─ Short term Borrowings,27,20,5,27,19,23,15,14,6
  └─ Lease Liabilities,0,0,574,569,728,918,1136,1272,1412
  └─ Other Borrowings,1,11,12,0,0,0,0,0,
Other Liabilities,326,527,214,225,368,372,334,350,448
  └─ Non controlling int,-1,2,0,-1,-2,-2,1,-2,-2
  └─ Trade Payables,113,114,131,144,199,217,231,243,284
  └─ Advance from Customers,2,2,0,0,0,0,7,0,
  └─ Other liability items,211,409,82,81,170,157,95,109,167
Total Liabilities,834,1095,1384,1349,2165,2591,2837,3040,3256
Fixed Assets,628,719,1161,1084,1390,1789,2178,2338,2570
  └─ Land,1,1,1,1,1,1,1,1,
  └─ Building,186,248,301,313,413,553,609,677,
  └─ Plant Machinery,166,223,264,276,353,492,641,738,
  └─ Equipments,11,16,20,21,25,33,41,47,
  └─ Computers,19,30,39,46,64,84,111,126,
  └─ Furniture n fittings,19,24,27,28,32,42,52,57,
  └─ Vehicles,4,5,5,5,7,8,8,8,
  └─ Intangible Assets,250,256,257,258,271,277,283,285,278
  └─ Other fixed assets,105,117,617,595,852,1063,1145,1276,
  └─ Gross Block,761,920,1531,1544,2017,2554,2890,3214,
  └─ Accumulated Depreciation,133,201,370,459,628,765,712,876,
CWIP,16,21,21,30,33,56,68,57,60
Investments,0,0,16,27,153,66,0,144,3
Other Assets,190,355,186,208,590,679,591,501,623
  └─ Inventories,34,38,47,48,66,100,97,96,112
  └─ Trade receivables,7,22,5,8,14,18,34,37,35
  └─ Cash Equivalents,35,186,39,50,255,220,168,78,68
  └─ Loans n Advances,9,4,6,7,11,20,17,23,145
  └─ Other asset items,104,104,88,96,244,321,275,267,263
Total Assets,834,1095,1384,1349,2165,2591,2837,3040,3256
