Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.02,47.93,47.93,47.93,47.93,47.93,47.93,47.93,47.93,47.93,47.93
Reserves,-0.01,-32.59,-31.80,-275.14,-556.39,-901.82,-1043.31,-1361.62,-1802.70,-673.87,-675.05
Borrowings,0.01,2396.50,2417.69,2455.81,2506.26,2516.55,2408.73,2410.97,2411.66,956.21,403.91
  └─ Long term Borrowings,0,2365,2369,2256,768,750,258,273,288,304,319
  └─ Short term Borrowings,0,22,35,126,159,159,139,132,117,117,85
  └─ Preference Capital,0,0,198,213,228,243,258,273,288,304,0
  └─ Other Borrowings,0,10,-184,-139,1351,1364,1753,1732,1717,232,
Other Liabilities,0.00,415.70,535.76,695.43,862.73,805.87,1072.05,1340.19,1317.57,669.89,1213.65
  └─ Trade Payables,0,2,4,7,11,5,6,3,2,3,6
  └─ Advance from Customers,0,2,0,0,-5,0,0,0,0,0,
  └─ Other liability items,0,412,531,688,856,801,1066,1337,1316,667,1207
Total Liabilities,0.02,2827.54,2969.58,2924.03,2860.53,2468.53,2485.40,2437.47,1974.46,1000.16,990.44
Fixed Assets,0.00,860.86,2697.21,2716.78,911.95,891.36,867.79,115.55,0.18,0.12,0.07
  └─ Plant Machinery,0.00,0.00,0.01,0.07,0.06,0.06,0.06,0.06,0.00,0.00,
  └─ Equipments,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.06,0.06,
  └─ Computers,0.00,0.10,0.12,0.16,0.14,0.12,0.14,0.30,0.17,0.17,
  └─ Furniture n fittings,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
  └─ Vehicles,0.00,0.35,0.35,0.35,0.43,0.43,0.43,0.29,0.29,0.29,
  └─ Intangible Assets,0.00,50.99,115.25,114.49,114.49,114.54,114.54,115.30,0.00,0.00,0.00
  └─ Other fixed assets,0.00,822.22,2606.63,2644.96,872.01,845.31,845.32,0.02,0.03,0.03,
  └─ Gross Block,0.00,873.72,2722.42,2760.09,987.19,960.52,960.55,116.06,0.56,0.56,
  └─ Accumulated Depreciation,0.00,12.86,25.22,43.31,75.24,69.16,92.75,0.51,0.37,0.44,
CWIP,0.00,1731.46,51.81,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,48.97,120.64,123.21,102.07,86.43,250.88,228.64,208.97,91.43,69.69
Other Assets,0.02,186.25,99.92,80.92,1846.51,1490.74,1366.73,2093.28,1765.31,908.61,920.68
  └─ Trade receivables,0,0,7,6,0,0,2,1,1,2,7
    └─ Receivables over 6m,0.00,0.00,0.00,0.04,0.11,0.11,0.14,0.13,0.32,0.74,
    └─ Receivables under 6m,0.00,0.00,7.12,5.97,0.00,0.03,1.53,0.57,0.31,1.58,
  └─ Cash Equivalents,0,43,21,6,2,3,5,7,10,20,17
  └─ Loans n Advances,0,1,1,1,0,14,18,2,1,1,29
  └─ Other asset items,0,143,71,68,1844,1473,1342,2084,1754,885,868
Total Assets,0.02,2827.54,2969.58,2924.03,2860.53,2468.53,2485.40,2437.47,1974.46,1000.16,990.44
