Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11,11,11,11,13,13
Reserves,20,24,27,30,39,46,59,79,84
Borrowings,9,9,9,6,14,13,15,36,22
  └─ Long term Borrowings,1.46,1.30,2.92,1.52,0.50,0.37,0.22,0.37,0.48
  └─ Short term Borrowings,7.62,7.31,5.02,3.98,5.81,4.97,6.87,16.63,6.91
  └─ Lease Liabilities,0.00,0.00,0.10,0.10,7.83,7.39,8.22,18.72,14.28
  └─ Other Borrowings,0.37,0.40,0.51,0.00,0.01,0.00,0.00,-0.01,
Other Liabilities,9,7,13,8,8,9,5,8,18
  └─ Trade Payables,6.72,4.05,9.56,4.71,4.55,4.71,2.54,4.46,8.43
  └─ Advance from Customers,0.03,0.29,1.04,0.99,1.16,1.85,0.14,0.27,
  └─ Other liability items,2.58,2.64,2.53,2.56,2.74,2.19,2.65,3.21,9.97
Total Liabilities,50,51,60,55,73,78,91,136,137
Fixed Assets,17,18,20,21,33,29,34,69,67
  └─ Land,0.61,1.34,3.01,5.95,16.28,8.28,8.28,27.31,
  └─ Building,8.87,8.87,9.04,9.07,8.92,8.50,11.10,27.68,
  └─ Plant Machinery,5.30,5.86,8.16,7.14,8.81,12.46,17.02,20.35,
  └─ Equipments,2.29,2.67,2.80,2.83,2.69,3.01,3.94,5.65,
  └─ Computers,0.16,0.19,0.21,0.25,0.28,0.39,0.43,0.48,
  └─ Furniture n fittings,0.91,0.99,1.01,1.01,1.01,1.15,1.23,1.39,
  └─ Vehicles,1.74,1.87,1.87,1.14,2.95,2.95,3.07,3.32,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Other fixed assets,0.01,0.07,0.08,0.06,0.08,0.13,0.12,0.16,
  └─ Gross Block,19.89,21.86,26.18,27.45,41.02,36.87,45.19,86.34,
  └─ Accumulated Depreciation,2.79,4.15,5.79,6.90,7.87,7.51,11.06,17.38,
CWIP,-0,-0,-0,-0,-0,0,0,1,2
Investments,2,1,1,2,1,-0,-0,-0,-0
Other Assets,30,32,39,33,39,49,56,66,68
  └─ Inventories,17.08,18.28,21.61,16.79,18.01,22.92,26.02,33.15,37.91
  └─ Trade receivables,8.10,6.70,8.69,2.55,2.79,5.95,6.49,9.96,10.34
  └─ Cash Equivalents,3.32,3.22,3.62,7.70,15.46,14.71,19.08,15.10,8.87
  └─ Loans n Advances,0.73,1.21,1.21,0.89,1.02,1.52,1.53,2.54,3.34
  └─ Other asset items,1.26,2.77,4.16,4.91,1.76,3.74,3.06,5.19,7.68
Total Assets,50,51,60,55,73,78,91,136,137
