Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,16,16,12,12,12,12,12,12,12
Reserves,228,243,257,307,309,290,319,340,343,377,384,396
Borrowings,68,64,73,68,30,8,5,4,9,30,4,3
  └─ Long term Borrowings,49.48,52.25,31.31,30.35,18.12,5.31,4.78,3.99,3.67,0.22,2.70,2.50
  └─ Short term Borrowings,18.45,11.47,41.21,37.88,11.56,2.28,0.61,0.44,5.00,29.62,0.87,0.83
  └─ Other Borrowings,-0.01,0.00,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,57,87,31,45,61,8,11,28,13,10,8,15
  └─ Non controlling int,2.38,2.40,2.95,1.72,1.41,1.41,2.78,2.73,2.56,2.64,2.64,1.26
  └─ Trade Payables,51.06,81.32,23.79,39.15,54.73,2.27,0.96,16.30,0.87,0.29,0.17,2.10
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.04,0.00,0.00,
  └─ Other liability items,3.27,3.49,3.81,4.45,4.58,4.46,7.04,8.72,9.89,7.36,5.05,11.96
Total Liabilities,369,411,376,437,416,318,348,385,377,430,407,427
Fixed Assets,8,9,10,46,44,43,43,42,41,35,31,45
  └─ Land,5.02,5.18,5.45,40.92,22.94,23.99,23.99,22.94,22.94,22.94,22.94,
  └─ Building,3.72,3.63,2.31,3.63,20.41,18.88,16.50,17.60,17.54,11.30,5.07,
  └─ Plant Machinery,20.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Equipments,3.60,3.61,5.97,3.68,3.68,3.71,0.40,0.43,0.46,0.48,0.51,
  └─ Furniture n fittings,1.88,1.88,0.87,1.88,1.88,1.89,1.07,1.08,1.08,1.08,1.07,
  └─ Vehicles,2.15,3.37,4.36,4.21,4.21,3.61,4.28,4.28,3.31,2.72,4.70,
  └─ Other fixed assets,0.00,0.01,0.01,-0.01,0.01,0.01,0.00,0.00,-0.01,0.00,0.00,
  └─ Gross Block,36.95,17.68,18.97,54.31,53.13,52.09,46.24,46.33,45.32,38.52,34.29,
  └─ Accumulated Depreciation,29.18,8.81,8.94,8.57,8.98,9.38,3.06,3.96,3.98,3.77,3.26,
CWIP,10,14,15,17,5,3,3,2,2,0,0,0
Investments,14,15,18,16,17,36,86,78,74,146,175,121
Other Assets,338,373,333,358,349,236,215,263,260,249,202,261
  └─ Inventories,23,11,15,18,52,7,8,16,9,20,3,4
  └─ Trade receivables,66,100,41,65,11,7,4,17,5,0,0,1
  └─ Cash Equivalents,62,52,54,74,95,37,30,135,30,10,12,75
  └─ Loans n Advances,100,121,139,131,9,11,110,8,152,6,18,167
  └─ Other asset items,87,88,84,71,181,173,64,87,63,213,168,14
Total Assets,369,411,376,437,416,318,348,385,377,430,407,427
