Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017
Equity Capital,4.12,4.12,4.12,4.12,4.12,4.12
Reserves,7.21,9.43,9.71,10.90,11.97,13.72
Borrowings,10.32,12.61,14.27,15.37,17.52,16.45
  └─ Long term Borrowings,2.66,3.53,4.07,4.01,7.99,6.90
  └─ Short term Borrowings,6.46,8.22,9.28,9.99,9.21,9.21
  └─ Other Borrowings,1.20,0.86,0.92,1.37,0.32,0.34
Other Liabilities,8.94,5.84,7.61,7.87,9.31,10.05
  └─ Trade Payables,5.90,3.66,4.75,4.82,6.63,6.58
  └─ Advance from Customers,0.37,0.44,1.15,1.19,0.32,0.60
  └─ Other liability items,2.67,1.74,1.71,1.86,2.36,2.87
Total Liabilities,30.59,32.00,35.71,38.26,42.92,44.34
Fixed Assets,6.77,13.41,13.93,15.17,18.15,17.68
  └─ Land,2.15,2.23,2.23,3.00,5.73,5.73
  └─ Building,2.79,8.84,9.41,9.43,10.12,10.12
  └─ Plant Machinery,2.64,3.24,3.42,3.59,3.59,3.71
  └─ Equipments,0.34,0.35,0.37,0.39,0.41,0.42
  └─ Furniture n fittings,0.39,0.57,0.65,0.65,0.66,0.67
  └─ Vehicles,0.65,0.68,0.69,1.19,1.18,1.25
  └─ Intangible Assets,0.15,0.15,0.15,0.15,0.15,0.15
  └─ Other fixed assets,0.05,0.07,0.11,0.16,0.16,0.17
  └─ Gross Block,9.16,16.13,17.03,18.56,22.00,22.22
  └─ Accumulated Depreciation,2.38,2.72,3.10,3.40,3.85,4.54
CWIP,2.61,-0.00,-0.00,-0.00,-0.00,-0.00
Investments,0.66,0.65,1.03,4.55,1.59,1.68
Other Assets,20.55,17.94,20.75,18.54,23.18,24.98
  └─ Inventories,4.67,2.91,4.95,5.70,6.14,5.05
  └─ Trade receivables,9.08,8.10,7.32,6.69,8.23,10.45
    └─ Receivables over 6m,0.45,1.05,1.40,1.38,1.90,0.63
    └─ Receivables under 6m,8.63,7.05,5.92,5.32,6.33,9.82
  └─ Cash Equivalents,5.25,5.72,7.19,4.84,7.28,8.31
  └─ Loans n Advances,0.02,0.03,0.11,0.28,0.38,0.18
  └─ Other asset items,1.53,1.18,1.18,1.03,1.15,0.99
Total Assets,30.59,32.00,35.71,38.26,42.92,44.34
