Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,2,2,2,9,13,13,13,14
Reserves,656,695,615,763,814,839,906,860,984,1497
Borrowings,1,34,100,67,50,114,421,576,252,162
  └─ Long term Borrowings,1,19,29,16,9,26,319,419,161,93
  └─ Short term Borrowings,0,4,50,35,32,81,97,152,89,69
  └─ Lease Liabilities,0,0,0,0,0,0,4,5,1,0
  └─ Other Borrowings,0,11,22,16,9,7,0,-0,0,
Other Liabilities,33,85,114,156,199,227,292,235,205,152
  └─ Non controlling int,0,24,35,56,60,77,23,20,2,-1
  └─ Trade Payables,6,20,28,37,62,55,89,83,71,50
  └─ Advance from Customers,2,3,1,2,3,1,13,8,31,
  └─ Other liability items,25,37,50,62,74,94,166,124,101,103
Total Liabilities,693,817,832,989,1065,1189,1632,1684,1454,1825
Fixed Assets,173,264,334,308,383,377,977,928,777,614
  └─ Land,9.86,11.23,19.36,47.35,47.84,47.84,19.93,20.01,20.29,
  └─ Building,155.58,160.66,166.01,103.65,119.91,121.98,229.05,247.57,252.06,
  └─ Plant Machinery,0.80,166.87,140.13,160.09,241.33,274.13,891.24,940.59,915.09,
  └─ Equipments,4.53,7.60,5.24,8.37,8.63,10.36,14.24,22.88,21.80,
  └─ Furniture n fittings,5.98,9.08,10.00,13.45,11.00,11.15,2.86,4.30,5.25,
  └─ Vehicles,2.10,3.67,3.12,5.01,8.47,9.57,7.67,7.33,8.09,
  └─ Intangible Assets,0.00,0.00,9.08,17.43,17.43,17.43,0.37,0.37,0.37,4.44
  └─ Other fixed assets,3.46,4.49,1.70,4.27,5.51,5.96,20.75,25.68,26.44,
  └─ Gross Block,182.31,363.60,354.64,359.62,460.12,498.42,1186.11,1268.73,1249.39,
  └─ Accumulated Depreciation,9.58,99.11,20.83,51.24,76.96,121.31,209.12,340.24,472.60,
CWIP,6,8,8,43,16,137,70,126,135,108
Investments,381,341,226,264,350,230,11,12,50,606
Other Assets,134,203,264,374,317,444,574,618,493,497
  └─ Inventories,30,60,84,95,89,191,265,245,238,120
  └─ Trade receivables,29,53,78,94,123,115,93,123,129,121
  └─ Cash Equivalents,6,7,9,11,14,14,133,166,69,78
  └─ Loans n Advances,3,8,8,5,7,9,17,15,9,59
  └─ Other asset items,64,74,86,170,85,114,66,69,48,119
Total Assets,693,817,832,989,1065,1189,1632,1684,1454,1825
