Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,750,750,750,1500,1500,1500,1500,1500,1500,1500,1500,1500
Reserves,4972,5912,7428,8311,8731,9621,10307,12168,13765,15910,18378,20785
Borrowings,2812,2615,2218,1453,733,3690,3653,3438,3345,3008,2657,2341
  └─ Long term Borrowings,2500,2233,1450,733,101,64,23,0,0,0,0,0
  └─ Short term Borrowings,2,0,0,0,0,0,41,23,0,0,0,0
  └─ Lease Liabilities,0,0,0,0,0,3589,3589,3416,3345,3008,2657,2341
  └─ Other Borrowings,309,382,768,720,632,37,0,0,0,0,0,
Other Liabilities,2830,3198,3517,4480,4285,4056,3630,4258,4210,5131,4790,2814
  └─ Trade Payables,326,772,945,1570,1295,1166,1035,1527,1690,2865,2563,735
  └─ Advance from Customers,18,1,0,0,0,0,0,0,0,0,0,
  └─ Other liability items,2486,2425,2573,2910,2990,2890,2595,2731,2520,2266,2227,2079
Total Liabilities,11364,12475,13914,15745,15249,18867,19090,21365,22820,25549,27324,27440
Fixed Assets,7217,6811,8423,8030,7665,11188,10313,9557,8790,8147,8836,9048
  └─ Land,82.61,178.53,178.53,178.53,178.53,310.04,312.28,312.28,313.74,315.28,315.28,
  └─ Building,442.45,398.15,488.50,491.34,496.16,541.80,543.13,544.53,544.66,581.07,591.78,
  └─ Plant Machinery,8385.31,6531.57,8415.03,8420.28,8456.40,8870.59,8892.68,8844.69,8858.94,8949.61,10424.46,
  └─ Ships Vessels,14.90,0.38,0.38,0.38,0.38,3699.45,3577.96,3590.52,3558.01,3548.30,3531.39,
  └─ Equipments,15.97,5.77,10.31,10.57,11.05,15.42,17.39,16.41,20.57,26.88,41.64,
  └─ Computers,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Furniture n fittings,6.46,4.53,5.41,5.09,5.56,6.16,7.02,10.37,11.97,12.07,14.71,
  └─ Railway sidings,4.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Vehicles,4.32,1.64,1.86,1.96,4.24,5.42,5.11,7.93,8.70,9.06,9.71,
  └─ Intangible Assets,21.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.62
  └─ Other fixed assets,128.51,11.57,13.35,11.64,11.68,11.68,11.93,11.62,14.47,5.29,10.32,
  └─ Gross Block,9108.19,7132.14,9113.37,9119.79,9164.00,13460.56,13367.50,13338.35,13331.06,13447.56,14939.29,
  └─ Accumulated Depreciation,1891.00,321.60,690.33,1090.17,1498.92,2272.37,3054.36,3781.16,4540.76,5300.60,6103.33,
CWIP,754,1550,49,220,348,5,25,193,1126,1552,1642,2497
Investments,5,138,3020,4213,1154,517,1707,1286,1368,617,1712,742
Other Assets,3388,3975,2422,3282,6082,7157,7044,10329,11535,15233,15135,15152
  └─ Inventories,887,246,541,491,569,481,337,580,1174,1491,1232,907
  └─ Trade receivables,1361,989,1211,1601,1382,1603,1875,2684,3844,3626,3267,1039
    └─ Receivables over 6m,26,0,0,0,0,0,225,329,479,1224,1304,
    └─ Receivables under 6m,1335,989,1252,1642,1424,1604,1650,2386,3486,2762,2432,
    └─ Prov for Doubtful,0,0,-41,-41,-41,-2,-0,-30,-121,-359,-469,
  └─ Cash Equivalents,364,2183,327,863,2960,4432,4342,4326,5686,7414,9104,10114
  └─ Loans n Advances,13,24,52,47,47,33,23,31,79,36,53,1345
  └─ Other asset items,763,533,292,280,1123,609,468,2708,753,2666,1478,1747
Total Assets,11364,12475,13914,15745,15249,18867,19090,21365,22820,25549,27324,27440
