Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Equity Capital,9.98,9.98,10.88,10.88,10.88,10.88,10.88,10.88,10.88
Reserves,-1.52,-0.48,0.17,-0.86,-1.18,-0.90,1.84,4.82,8.00
Borrowings,0.00,0.00,0.00,0.00,0.00,1.78,1.10,2.03,1.51
  └─ Long term Borrowings,,,,,,0.00,0.00,0.11,0.08
  └─ Short term Borrowings,,,,,,1.78,1.09,1.90,1.40
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03
Other Liabilities,5.97,9.00,7.80,9.88,7.89,5.52,8.57,9.67,8.67
  └─ Non controlling int,1.99,3.27,3.19,3.26,2.54,2.44,3.23,4.41,3.55
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.00,2.74,3.75,4.45,3.80
  └─ Other liability items,3.98,5.73,4.61,6.62,5.35,0.34,1.59,0.81,1.32
Total Liabilities,14.43,18.50,18.85,19.90,17.59,17.28,22.39,27.40,29.06
Fixed Assets,2.04,1.66,1.80,1.42,1.42,1.36,1.57,1.83,1.49
  └─ Equipments,0.20,0.26,0.26,0.26,0.27,0.16,0.16,0.05,0.04
  └─ Computers,1.98,2.27,2.46,2.66,2.79,2.97,3.38,0.73,0.59
  └─ Furniture n fittings,1.47,1.50,1.69,1.73,1.74,2.07,2.32,0.76,0.59
  └─ Vehicles,0.00,0.08,0.11,0.11,0.25,0.25,0.25,0.29,0.26
  └─ Intangible Assets,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,0.15,0.15,0.16,0.16,0.15,0.00,-0.01,0.00,0.01
  └─ Gross Block,6.23,4.26,4.68,4.92,5.20,5.45,6.10,1.83,1.49
  └─ Accumulated Depreciation,4.19,2.60,2.88,3.50,3.78,4.09,4.52,0.00,0.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,12.39,16.84,17.05,18.48,16.17,15.92,20.82,25.57,27.57
  └─ Trade receivables,6.98,9.24,8.72,10.73,8.48,9.03,11.58,10.93,9.41
  └─ Cash Equivalents,1.59,3.38,4.41,4.77,4.89,4.47,7.53,13.22,17.04
  └─ Loans n Advances,0.97,3.47,2.66,2.05,1.77,0.01,0.07,0.11,0.09
  └─ Other asset items,2.85,0.75,1.26,0.93,1.03,2.41,1.64,1.31,1.03
Total Assets,14.43,18.50,18.85,19.90,17.59,17.28,22.39,27.40,29.06
