Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,19,22,22,22,22,21,21,21,21,21,21,21,
Reserves,282,319,357,388,432,408,464,516,540,624,759,814,
Borrowings,0,0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,
  └─ Long term Borrowings,0.04,0.06,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.10,0.08,0.06,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,73,51,40,30,26,35,55,32,55,83,411,579,
  └─ Non controlling int,2,2,2,2,2,2,2,2,2,2,2,2,
  └─ Trade Payables,2,4,5,8,14,11,10,10,2,8,5,3,
  └─ Advance from Customers,50,35,24,14,3,14,36,4,36,49,348,,
  └─ Other liability items,18,9,9,6,7,7,7,17,16,24,56,574,
Total Liabilities,374,392,419,440,480,464,540,569,617,728,1191,1414,
Fixed Assets,35,33,37,35,33,30,28,26,25,34,30,25,
  └─ Land,2.19,2.19,1.93,1.93,1.61,1.61,1.18,1.18,1.18,1.18,1.18,,
  └─ Building,8.99,1.89,6.31,6.65,6.44,7.25,6.09,6.09,6.15,6.15,6.14,,
  └─ Plant Machinery,33.11,32.13,22.54,21.26,21.07,21.07,21.07,21.13,22.04,31.29,30.31,,
  └─ Equipments,0.34,7.45,0.15,0.23,0.25,0.25,0.21,0.22,0.24,0.31,0.23,,
  └─ Computers,0.26,0.27,0.07,0.12,0.15,0.16,0.17,0.20,0.19,0.27,0.33,,
  └─ Furniture n fittings,0.63,0.64,0.39,0.46,0.52,0.44,0.38,0.38,0.39,0.49,0.42,,
  └─ Vehicles,1.74,1.94,1.14,1.10,2.44,2.44,2.67,2.51,2.63,6.04,6.09,,
  └─ Intangible Assets,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,
  └─ Other fixed assets,0.00,0.00,7.28,7.14,6.01,5.32,5.75,4.89,4.69,4.16,4.16,,
  └─ Gross Block,48.33,47.58,40.88,39.96,39.56,39.61,38.59,37.67,38.58,50.96,49.93,,
  └─ Accumulated Depreciation,13.03,14.22,3.52,5.07,6.96,9.41,10.58,12.01,13.88,16.89,19.87,,
CWIP,1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,
Investments,33,51,172,225,313,146,370,308,300,328,498,471,
Other Assets,305,307,210,179,135,289,142,236,292,366,664,919,
  └─ Inventories,136,109,140,101,80,113,110,218,238,272,367,656,
  └─ Trade receivables,5,23,33,31,8,4,5,2,2,6,5,1,
    └─ Receivables over 6m,3.25,4.52,0.00,0.00,0.00,0.00,1.55,0.00,0.00,0.80,1.51,,3.26
    └─ Receivables under 6m,1.77,18.94,32.67,30.72,11.14,7.11,3.56,1.99,2.26,5.70,3.35,,0.25
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,-3.25,-3.25,0.00,-0.32,-0.76,0.00,0.00,,0.00
  └─ Cash Equivalents,136,142,9,11,6,145,3,4,39,77,277,233,
  └─ Loans n Advances,4,17,6,5,18,4,15,4,7,7,11,2,
  └─ Other asset items,24,15,22,32,23,22,9,8,6,4,4,26,
Total Assets,374,392,419,440,480,464,540,569,617,728,1191,1414,
