Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011
Equity Capital,23,20,20,20,50,50
Reserves,128,61,68,-30,5,-39
Borrowings,10,67,100,104,63,21
  └─ Other Borrowings,9.67,66.84,99.90,103.73,63.27,21.18
Other Liabilities,57,61,37,88,104,89
  └─ Non controlling int,2.90,5.37,1.74,0.00,0.00,0.00
  └─ Trade Payables,14.99,21.06,19.75,57.49,54.73,44.23
  └─ Advance from Customers,21.44,17.21,3.12,4.60,29.83,29.91
  └─ Other liability items,17.96,17.03,12.61,25.62,19.19,14.42
Total Liabilities,218,208,225,182,222,120
Fixed Assets,51,89,97,80,92,22
  └─ Land,0,0,0,0,0,0
  └─ Building,8,8,8,9,8,8
  └─ Plant Machinery,67,68,68,68,68,67
  └─ Computers,19,22,22,23,24,20
  └─ Furniture n fittings,16,18,18,18,15,12
  └─ Vehicles,2,2,2,2,2,2
  └─ Intangible Assets,10,51,65,71,72,72
  └─ Other fixed assets,16,4,4,5,5,3
  └─ Gross Block,138,174,188,195,194,185
  └─ Accumulated Depreciation,87,84,91,115,102,163
CWIP,1,0,0,0,1,1
Investments,38,9,15,0,22,15
Other Assets,129,110,113,102,107,82
  └─ Inventories,14.66,10.31,5.25,8.21,6.75,7.88
  └─ Trade receivables,31.90,52.78,44.19,41.75,48.85,32.02
    └─ Receivables over 6m,7.82,10.47,17.86,21.32,22.73,16.74
    └─ Receivables under 6m,25.44,43.61,31.77,31.09,36.90,22.76
    └─ Prov for Doubtful,-1.36,-1.30,-5.44,-10.66,-10.78,-7.48
  └─ Cash Equivalents,48.45,11.13,19.91,6.49,7.94,4.38
  └─ Loans n Advances,5.94,5.28,7.58,10.21,9.18,8.22
  └─ Other asset items,27.61,30.03,36.11,34.96,33.89,29.65
Total Assets,218,208,225,182,222,120
