Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,100,100,100,6325,6325,6325,6325,6325
Reserves,710,902,6784,5012,39908,76422,120901,170280
Borrowings,269401,253414,4,1,0,0,0,1
  └─ Long term Borrowings,0.00,253413.60,0.00,0.00,0.00,0.00,0.00,1.02
  └─ Other Borrowings,269400.60,0.00,3.67,1.29,0.00,0.00,0.00,
Other Liabilities,3157039,3245419,3822637,4242719,4532258,5233300,5533342,5771950
  └─ Non controlling int,88,96,99,120,117,153,277,275
  └─ Trade Payables,10505,15523,16225,6764,7588,11193,3944,0
  └─ Other liability items,3146446,3229799,3806312,4235835,4524553,5221955,5529121,5771675
Total Liabilities,3427249,3499834,3829524,4254058,4578491,5316047,5660568,5948556
Fixed Assets,25194,28216,17723,17770,20473,20667,21330,4757
  └─ Land,3476.50,2555.53,178.33,235.22,171.89,143.54,130.99,
  └─ Building,7270.66,7436.46,3099.84,3251.44,3421.40,3663.98,3924.30,
  └─ Equipments,841.21,801.12,302.87,298.96,341.55,348.56,356.98,
  └─ Computers,2.59,2.54,2.53,14.62,0.00,0.00,0.00,
  └─ Furniture n fittings,946.85,932.64,496.59,513.46,533.68,571.30,622.17,
  └─ Vehicles,817.65,906.31,986.57,1092.92,1207.10,1367.65,1423.22,
  └─ Intangible Assets,3351.66,3328.45,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,14346.63,17859.82,16209.47,16277.16,18988.68,19042.26,19682.29,
  └─ Gross Block,31053.75,33822.87,21276.20,21683.78,24664.30,25137.29,26139.95,
  └─ Accumulated Depreciation,5860.22,5606.54,3553.70,3913.81,4191.03,4470.02,4809.48,
CWIP,710,734,148,199,331,403,326,0
Investments,2900287,2976100,3517445,3926211,4243008,4976133,5298429,5580356
Other Assets,501059,494784,294208,309878,314678,318844,340483,363444
  └─ Cash Equivalents,67900,63153,36078,44724,45499,41824,69885,72013
  └─ Loans n Advances,46146,54775,21175,20879,10171,5845,437,291430
  └─ Other asset items,387013,376856,236954,244274,259008,271175,270161,0
Total Assets,3427249,3499834,3829524,4254058,4578491,5316047,5660568,5948556
