Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,,13,13,13
Reserves,25,33,,109,132,150
Borrowings,1,4,,36,38,31
  └─ Long term Borrowings,0.24,2.20,,29.12,29.48,21.25
  └─ Short term Borrowings,0.33,2.07,,7.19,8.76,9.43
  └─ Lease Liabilities,0.00,0.00,,0.13,0.14,0.14
  └─ Other Borrowings,0.18,0.20,,0.01,0.01,
Other Liabilities,7,9,,12,8,14
  └─ Non controlling int,0.00,0.04,,0.00,0.00,0.00
  └─ Trade Payables,3.90,4.52,,8.19,5.97,9.44
  └─ Other liability items,2.87,4.05,,4.20,2.42,4.46
Total Liabilities,41,55,,171,192,208
Fixed Assets,14,20,,81,95,105
  └─ Land,0.00,0.00,,38.19,38.19,
  └─ Building,4.49,5.48,,14.64,21.34,
  └─ Plant Machinery,11.28,22.08,,44.92,59.66,
  └─ Equipments,0.51,0.62,,0.99,1.23,
  └─ Computers,0.20,0.21,,0.00,0.00,
  └─ Furniture n fittings,1.23,1.46,,3.51,5.01,
  └─ Vehicles,0.70,0.70,,1.90,2.58,
  └─ Intangible Assets,0.11,1.54,,1.08,0.33,0.52
  └─ Other fixed assets,2.53,2.54,,0.00,0.00,
  └─ Gross Block,21.05,34.63,,105.23,128.34,
  └─ Accumulated Depreciation,6.55,14.50,,24.68,33.34,
CWIP,0,0,,17,9,12
Investments,4,3,,5,18,13
Other Assets,23,32,,69,70,78
  └─ Inventories,6.51,6.41,,24.99,22.02,24.01
  └─ Trade receivables,9.72,17.79,,20.33,22.27,32.57
  └─ Cash Equivalents,1.00,2.33,,16.26,10.03,13.48
  └─ Loans n Advances,2.15,3.45,,1.30,3.32,2.43
  └─ Other asset items,3.41,2.09,,5.84,12.18,5.15
Total Assets,41,55,,171,192,208
