Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,26,26,26,26,26,26,26,26,27,27,27,27,
Reserves,817,855,863,871,896,917,941,942,946,1110,1319,1532,
Borrowings,550,420,382,223,109,167,198,236,260,215,256,195,
  └─ Long term Borrowings,284,195,67,0,0,0,31,30,18,9,110,96,
  └─ Short term Borrowings,191,117,189,156,107,166,166,206,239,197,140,97,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,3,9,6,3,
  └─ Other Borrowings,75,108,126,67,1,1,1,-0,0,-0,0,,
Other Liabilities,261,402,263,268,220,232,102,174,102,194,136,100,
  └─ Non controlling int,162,163,160,158,159,160,34,34,0,0,0,0,
  └─ Trade Payables,21,191,31,24,6,38,46,112,70,158,96,57,
  └─ Advance from Customers,2,2,3,6,2,4,5,6,5,5,4,,
  └─ Other liability items,76,45,69,80,52,30,17,21,28,31,36,42,
Total Liabilities,1654,1703,1535,1389,1251,1342,1268,1378,1334,1546,1738,1853,
Fixed Assets,1063,919,801,765,692,617,915,820,691,815,797,740,
  └─ Land,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,,
  └─ Building,21.16,16.24,28.75,28.84,28.84,28.84,28.84,33.23,33.23,34.53,36.20,,
  └─ Plant Machinery,1614.11,989.61,986.79,1010.30,1015.72,1018.25,1433.69,1890.90,1894.51,2068.77,2114.32,,
  └─ Equipments,2.08,1.33,1.51,1.60,1.66,1.89,1.88,3.02,3.24,3.46,3.91,,
  └─ Computers,1.27,0.31,0.43,0.61,0.70,0.77,0.78,1.85,1.88,1.95,2.05,,
  └─ Furniture n fittings,3.62,1.28,1.38,1.44,1.67,1.73,1.77,5.31,5.32,6.20,6.60,,
  └─ Vehicles,13.70,8.96,12.21,12.21,13.79,9.31,7.31,7.68,8.65,7.98,8.16,,
  └─ Intangible Assets,66.12,66.13,66.13,66.13,66.13,66.13,66.13,66.13,0.00,0.00,0.00,0.00,
  └─ Other fixed assets,0.34,0.17,0.07,0.26,-0.01,0.01,0.02,3.47,3.12,15.99,15.81,,
  └─ Gross Block,1730.21,1091.84,1105.08,1129.20,1136.31,1134.74,1548.23,2019.40,1957.76,2146.69,2194.86,,
  └─ Accumulated Depreciation,667.17,172.93,304.06,363.98,444.12,518.22,633.01,1199.60,1266.53,1332.05,1398.19,,
CWIP,0,7,0,0,0,0,0,0,0,0,0,0,
Investments,8,14,15,38,19,13,10,12,13,11,71,76,
Other Assets,583,763,718,586,540,712,343,546,630,720,870,1038,
  └─ Inventories,62,44,125,117,77,54,102,187,214,126,191,206,
  └─ Trade receivables,308,594,407,394,161,218,163,275,338,555,583,742,
    └─ Receivables over 6m,1,0,0,0,0,0,4,0,107,91,70,,1
    └─ Receivables under 6m,308,595,408,394,162,220,160,275,232,465,513,,321
    └─ Prov for Doubtful,-1,-1,-1,-0,-1,-2,0,-0,-0,-0,-0,,-1
  └─ Cash Equivalents,69,76,120,32,24,49,55,49,54,21,17,10,
  └─ Loans n Advances,1,-0,32,10,3,4,9,24,9,7,54,13,
  └─ Other asset items,143,49,34,34,276,387,13,11,15,11,25,67,
Total Assets,1654,1703,1535,1389,1251,1342,1268,1378,1334,1546,1738,1853,
