Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,109,108,104,106,106,106,104,106,106,106,106,106,
Reserves,548,511,459,471,460,484,522,547,549,543,516,518,
Borrowings,46,20,0,0,0,14,15,7,13,17,44,77,
  └─ Long term Borrowings,18,0,0,0,0,0,0,0,0,0,0,0,
  └─ Short term Borrowings,0,0,0,0,0,0,0,0,8,13,41,67,
  └─ Lease Liabilities,0,0,0,0,0,14,8,7,5,4,2,10,
  └─ Other Borrowings,28,20,0,0,0,-0,7,0,-0,0,0,,
Other Liabilities,337,316,277,238,307,281,265,250,238,218,203,279,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,1,1,
  └─ Trade Payables,227,238,211,188,212,224,186,171,180,168,165,219,
  └─ Advance from Customers,0,0,1,1,0,0,0,0,0,0,0,,
  └─ Other liability items,109,78,65,49,95,56,79,79,58,50,37,59,
Total Liabilities,1040,955,841,814,872,885,906,910,906,885,869,981,
Fixed Assets,246,106,69,55,119,101,100,102,100,300,282,303,
  └─ Building,25,24,24,24,12,31,12,13,13,13,13,,
  └─ Equipments,4,3,3,4,4,4,2,2,2,2,2,,
  └─ Computers,340,318,283,291,279,266,263,206,207,193,166,,
  └─ Furniture n fittings,5,4,4,4,4,4,3,3,3,3,3,,
  └─ Vehicles,1,1,1,1,0,0,0,0,0,0,0,,
  └─ Intangible Assets,420,414,408,438,525,543,560,571,569,775,785,283,
  └─ Other fixed assets,122,75,74,75,93,98,100,99,102,102,102,,
  └─ Gross Block,916,839,798,836,916,946,941,894,897,1088,1071,,
  └─ Accumulated Depreciation,670,733,729,781,797,845,841,792,796,788,789,,
CWIP,5,5,4,2,1,1,20,71,146,1,11,0,
Investments,72,93,93,120,192,183,141,95,67,68,68,67,
Other Assets,716,751,675,636,561,599,646,642,593,515,509,610,
  └─ Inventories,1,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade receivables,215,198,168,171,165,160,152,161,133,140,191,191,
    └─ Receivables over 6m,58,0,0,0,0,0,0,0,21,29,66,,30
    └─ Receivables under 6m,178,219,189,195,188,188,177,176,126,120,127,,188
    └─ Prov for Doubtful,-22,-21,-21,-24,-23,-28,-25,-16,-14,-9,-2,,-15
  └─ Cash Equivalents,200,228,213,185,81,91,128,105,86,64,40,142,
  └─ Loans n Advances,12,15,10,13,13,8,9,14,11,17,11,5,
  └─ Other asset items,289,310,284,267,302,340,357,361,362,295,267,273,
Total Assets,1040,955,841,814,872,885,906,910,906,885,869,981,
