Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,56,56,58,59,59,59,60,60
Reserves,336,351,378,600,784,913,1079,1346,1614
Borrowings,132,167,160,99,13,32,46,42,57
  └─ Long term Borrowings,22.25,110.24,86.73,52.97,-0.00,18.00,28.75,23.75,18.75
  └─ Short term Borrowings,94.31,31.37,40.00,33.95,-0.00,-0.00,1.25,5.00,11.02
  └─ Lease Liabilities,6.65,9.10,9.72,11.70,12.87,14.33,15.79,13.68,27.23
  └─ Other Borrowings,9.25,16.18,23.32,-0.00,-0.00,-0.00,-0.00,-0.00,
Other Liabilities,135,178,199,216,232,247,293,282,365
  └─ Trade Payables,62,76,78,86,103,127,148,156,188
  └─ Advance from Customers,2,3,3,0,0,0,0,0,
  └─ Other liability items,71,100,118,129,129,120,145,127,177
Total Liabilities,607,752,793,972,1088,1251,1478,1731,2096
Fixed Assets,327,500,536,549,566,624,713,750,1056
  └─ Land,48,64,69,69,72,78,78,107,
  └─ Building,85,126,152,160,188,213,260,275,
  └─ Plant Machinery,172,244,275,313,351,405,491,539,
  └─ Equipments,35,51,58,66,79,82,88,89,
  └─ Furniture n fittings,18,25,28,30,33,36,46,50,
  └─ Vehicles,3,6,6,5,5,6,8,8,
  └─ Intangible Assets,0,42,50,50,50,64,64,64,255
  └─ Other fixed assets,11,24,24,31,13,17,16,17,
  └─ Gross Block,373,583,662,724,791,902,1052,1150,
  └─ Accumulated Depreciation,46,82,126,175,225,279,339,399,
CWIP,16,11,11,8,4,58,12,12,109
Investments,67,26,12,60,184,260,196,644,411
Other Assets,197,214,233,355,334,310,556,324,520
  └─ Inventories,134,125,120,96,121,120,389,162,155
  └─ Trade receivables,4,7,7,5,5,9,11,12,14
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.37,0.59,0.81,1.83,
    └─ Receivables under 6m,3.65,7.39,7.40,5.58,4.71,9.05,10.50,12.27,
    └─ Prov for Doubtful,-0.05,-0.06,-0.19,-0.69,-0.32,-0.98,-0.80,-1.78,
  └─ Cash Equivalents,14,22,69,224,132,125,103,102,238
  └─ Loans n Advances,5,16,4,3,1,21,6,10,26
  └─ Other asset items,41,44,34,26,75,35,47,39,87
Total Assets,607,752,793,972,1088,1251,1478,1731,2096
