Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,5,5
Reserves,2,3,7
Borrowings,0,0,5
  └─ Long term Borrowings,0.00,0.00,4.74
  └─ Short term Borrowings,0.00,0.05,0.00
Other Liabilities,0,0,1
  └─ Trade Payables,0.00,0.18,0.37
  └─ Other liability items,0.10,0.14,0.15
Total Liabilities,5,9,18
Fixed Assets,0,0,0
  └─ Plant Machinery,0.03,0.04,
  └─ Computers,0.05,0.10,
  └─ Furniture n fittings,0.03,0.03,
  └─ Other fixed assets,0.00,0.01,
  └─ Gross Block,0.11,0.18,
  └─ Accumulated Depreciation,0.11,0.11,
CWIP,0,0,0
Investments,0,0,0
Other Assets,5,9,17
  └─ Inventories,0.00,0.19,0.67
  └─ Trade receivables,0.02,0.21,0.15
  └─ Cash Equivalents,0.05,0.40,2.27
  └─ Loans n Advances,0.06,0.04,9.26
  └─ Other asset items,4.88,7.74,5.00
Total Assets,5,9,18
