Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,28,28,28,28
Reserves,402,496,369,361,352
Borrowings,2,67,5,1,5
  └─ Long term Borrowings,0.00,22.49,1.67,1.00,0.29
  └─ Short term Borrowings,0.85,42.42,0.35,0.24,5.12
  └─ Lease Liabilities,1.23,2.54,2.59,0.00,0.00
Other Liabilities,151,298,261,216,163
  └─ Non controlling int,1,18,17,12,3
  └─ Trade Payables,107,64,34,26,9
  └─ Advance from Customers,1,3,3,6,
  └─ Other liability items,43,212,207,172,152
Total Liabilities,562,888,663,606,548
Fixed Assets,27,32,35,106,133
  └─ Building,0,1,1,0,
  └─ Plant Machinery,0,2,3,0,
  └─ Equipments,0,1,1,0,
  └─ Computers,1,1,1,0,
  └─ Furniture n fittings,0,1,1,1,
  └─ Vehicles,1,3,4,3,
  └─ Intangible Assets,0,0,0,0,74
  └─ Other fixed assets,26,28,34,122,
  └─ Gross Block,28,37,45,127,
  └─ Accumulated Depreciation,1,5,10,20,
CWIP,4,74,95,2,0
Investments,23,24,6,63,39
Other Assets,508,759,526,435,377
  └─ Inventories,196,317,138,83,64
  └─ Trade receivables,140,35,47,37,15
    └─ Receivables over 6m,2.76,5.42,20.51,11.32,
    └─ Receivables under 6m,136.80,30.86,30.86,29.77,
    └─ Prov for Doubtful,0.00,-1.76,-3.97,-3.88,
  └─ Cash Equivalents,14,132,74,148,114
  └─ Loans n Advances,57,98,27,30,9
  └─ Other asset items,102,177,239,136,174
Total Assets,562,888,663,606,548
