Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.50,0.50,10.86,10.86,10.86
Reserves,8.89,15.19,31.09,44.29,52.56
Borrowings,2.00,1.37,1.54,0.89,0.71
  └─ Long term Borrowings,0.27,0.04,0.00,0.66,0.49
  └─ Short term Borrowings,1.72,1.33,1.55,0.23,0.22
  └─ Other Borrowings,0.01,0.00,-0.01,0.00,
Other Liabilities,5.76,6.76,7.47,14.43,10.42
  └─ Non controlling int,0.01,0.01,0.00,0.11,0.34
  └─ Trade Payables,3.80,4.26,4.10,6.44,7.90
  └─ Advance from Customers,0.23,0.24,0.35,0.52,
  └─ Other liability items,1.72,2.25,3.02,7.36,2.18
Total Liabilities,17.15,23.82,50.96,70.47,74.55
Fixed Assets,2.97,4.37,7.52,13.40,22.31
  └─ Land,0.05,0.89,1.49,0.89,
  └─ Building,0.79,1.09,2.07,3.78,
  └─ Plant Machinery,4.90,5.66,7.48,12.03,
  └─ Equipments,0.30,0.35,0.89,1.78,
  └─ Computers,0.11,0.11,0.63,0.16,
  └─ Furniture n fittings,0.46,0.56,0.19,0.64,
  └─ Vehicles,0.19,0.19,0.11,1.45,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,5.07
  └─ Other fixed assets,-0.01,0.00,-0.01,0.15,
  └─ Gross Block,6.79,8.85,12.85,20.88,
  └─ Accumulated Depreciation,3.82,4.48,5.33,7.48,
CWIP,0.00,0.09,0.00,0.13,0.67
Investments,0.00,0.00,0.00,0.00,0.00
Other Assets,14.18,19.36,43.44,56.94,51.57
  └─ Inventories,2.15,4.29,6.57,11.21,20.54
  └─ Trade receivables,8.44,11.14,14.35,20.16,16.39
  └─ Cash Equivalents,0.42,1.00,19.72,5.64,4.02
  └─ Loans n Advances,2.94,0.39,0.86,3.66,1.08
  └─ Other asset items,0.23,2.54,1.94,16.27,9.54
Total Assets,17.15,23.82,50.96,70.47,74.55
