Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.77,5,4,8,10,10
Reserves,25,22,24,26,48,50
Borrowings,21,22,32,50,84,65
  └─ Long term Borrowings,2,2,5,3,1,0
  └─ Short term Borrowings,19,20,27,47,83,65
  └─ Other Borrowings,0,0,0,0,0,
Other Liabilities,2,6,5,10,12,7
  └─ Non controlling int,0.04,0.04,0.00,0.00,0.00,0.00
  └─ Trade Payables,0.55,4.85,4.30,7.56,5.61,2.82
  └─ Advance from Customers,0.33,0.97,0.01,0.91,5.06,
  └─ Other liability items,1.21,0.48,0.28,1.50,1.30,4.46
Total Liabilities,49,55,65,94,154,133
Fixed Assets,3,2,7,9,8,8
  └─ Land,0.00,0.00,0.00,0.36,0.00,
  └─ Building,3.02,2.56,7.47,7.11,7.11,
  └─ Equipments,0.25,0.26,0.28,0.42,0.44,
  └─ Computers,0.03,0.04,0.07,0.13,0.15,
  └─ Furniture n fittings,0.28,0.28,0.28,1.34,1.34,
  └─ Vehicles,0.35,0.35,0.61,0.87,0.97,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.26
  └─ Other fixed assets,0.04,0.03,0.04,0.23,0.31,
  └─ Gross Block,3.97,3.52,8.75,10.46,10.32,
  └─ Accumulated Depreciation,1.18,1.22,1.33,1.59,1.96,
CWIP,-0,-0,-0,-0,-0,-0
Investments,6,5,4,6,8,8
Other Assets,40,47,54,79,138,116
  └─ Inventories,3,4,0,0,10,19
  └─ Trade receivables,11,17,18,36,64,53
  └─ Cash Equivalents,1,3,3,2,4,1
  └─ Loans n Advances,3,3,17,14,29,28
  └─ Other asset items,23,21,16,28,31,15
Total Assets,49,55,65,94,154,133
