Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,23,23,23,23,45,45,44,44,44,44,44,44,
Reserves,1208,1589,1732,1991,2031,1778,1718,2032,2259,2403,2651,2880,
Borrowings,36,671,473,326,110,210,101,282,91,94,90,162,
  └─ Long term Borrowings,2,300,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,
  └─ Short term Borrowings,18,371,173,326,110,210,92,264,74,66,62,122,
  └─ Lease Liabilities,-0,-0,-0,-0,-0,-0,9,18,17,28,28,40,
  └─ Other Borrowings,16,-0,300,0,-0,0,-0,-0,-0,-0,0,,
Other Liabilities,410,409,376,458,633,644,656,692,703,728,741,751,
  └─ Non controlling int,5,4,1,1,-0,-1,-1,-2,10,11,-1,-2,
  └─ Trade Payables,193,249,185,242,291,324,351,409,407,455,436,477,
  └─ Advance from Customers,7,9,6,7,10,5,17,6,8,7,13,,
  └─ Other liability items,205,147,184,209,331,315,290,279,278,256,294,275,
Total Liabilities,1676,2692,2603,2798,2819,2678,2520,3050,3096,3269,3525,3836,
Fixed Assets,453,1918,1994,1802,1680,1459,1132,1344,1245,1114,984,887,
  └─ Land,24,29,48,53,60,60,60,62,62,62,61,,
  └─ Building,233,185,272,308,324,376,376,387,391,407,422,,
  └─ Plant Machinery,260,330,408,472,509,562,590,630,640,652,660,,
  └─ Equipments,36,39,22,27,33,36,38,40,43,46,49,,
  └─ Computers,0,0,7,9,10,12,14,16,17,20,21,,
  └─ Furniture n fittings,26,31,18,20,23,26,26,27,28,29,30,,
  └─ Vehicles,10,10,7,11,13,14,14,16,20,23,25,,
  └─ Intangible Assets,33,1710,1704,1704,1811,1812,1810,2278,2385,2385,2385,276,
  └─ Other fixed assets,19,22,69,75,93,96,98,103,106,107,109,,
  └─ Gross Block,641,2355,2555,2679,2877,2992,3026,3560,3692,3730,3761,,
  └─ Accumulated Depreciation,188,437,562,877,1197,1533,1894,2216,2447,2616,2777,,
CWIP,29,67,22,30,36,8,6,3,6,8,15,1,
Investments,501,104,128,314,187,156,255,303,293,442,676,834,
Other Assets,693,604,460,652,915,1055,1126,1400,1551,1706,1850,2114,
  └─ Inventories,127,151,179,194,222,245,300,358,328,323,308,400,
  └─ Trade receivables,102,131,97,156,216,308,232,321,415,494,451,343,
    └─ Receivables over 6m,15,0,0,0,0,0,0,0,27,32,17,,5
    └─ Receivables under 6m,87,131,97,156,216,308,235,324,399,478,434,,74
    └─ Prov for Doubtful,0,0,0,0,0,0,-4,-3,-11,-16,0,,0
  └─ Cash Equivalents,354,108,50,80,203,119,360,116,185,201,273,410,
  └─ Loans n Advances,47,9,5,36,79,144,53,52,25,23,27,39,
  └─ Other asset items,64,205,129,186,195,239,181,554,599,664,791,922,
Total Assets,1676,2692,2603,2798,2819,2678,2520,3050,3096,3269,3525,3836,
