Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,311,311,311,312,377,378,378
Reserves,5660,6331,6783,7900,10470,11707,12846
Deposits,71785,75654,80387,87368,97988,104806,108777
Borrowing,4065,1765,2314,1563,4400,1941,5329
Other Liabilities,1493,1519,1789,1914,2849,2129,2025
  └─ Trade Payables,188,223,308,232,232,183,0
  └─ Other liability items,1305,1296,1481,1683,2617,1946,2025
Total Liabilities,83313,85581,91583,99057,116083,120960,129355
Fixed Assets,826,838,805,846,915,976,1060
  └─ Building,676.57,677.45,675.74,748.00,807.71,809.63,
  └─ Other fixed assets,583.74,658.16,693.48,708.26,770.89,887.51,
  └─ Gross Block,1260.31,1335.61,1369.22,1456.26,1578.60,1697.14,
  └─ Accumulated Depreciation,433.89,497.75,564.15,610.04,663.81,720.83,
CWIP,0,0,13,29,13,14,0
Investments,17545,21635,22040,23325,24300,24535,26737
Other Assets,64942,63108,68725,74857,90855,95435,101558
  └─ Cash Equivalents,2207,4364,3313,4528,7037,6911,7063
  └─ Loans n Advances,762,767,1383,1107,897,1136,81810
  └─ Other asset items,61973,57978,64030,69222,82921,87388,12685
Total Assets,83313,85581,91583,99057,116083,120960,129355
