Metric,Mar 2006,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,19,19,19,19,19,19,19,19,19,19
Reserves,30,183,222,253,257,302,312,336,447,465,504
Borrowings,90,319,366,440,352,427,471,457,298,202,183
  └─ Long term Borrowings,,243,284,309,300,307,299,220,53,22,7
  └─ Short term Borrowings,,74,59,93,0,91,145,214,142,59,53
  └─ Lease Liabilities,,0,0,0,0,29,27,24,104,121,122
  └─ Other Borrowings,90,2,23,38,52,-0,0,-0,0,0,
Other Liabilities,52,160,128,155,161,174,201,171,144,118,134
  └─ Trade Payables,34,57,76,97,94,112,143,121,108,84,101
  └─ Advance from Customers,0,7,6,5,5,5,4,6,2,2,
  └─ Other liability items,18,96,46,53,62,57,54,45,34,32,33
Total Liabilities,181,680,734,867,789,922,1002,983,908,804,839
Fixed Assets,105,403,423,444,446,468,528,496,462,445,436
  └─ Land,6,81,87,66,54,57,59,53,45,45,
  └─ Building,15,77,93,95,85,85,89,90,96,96,
  └─ Plant Machinery,121,361,465,527,588,645,744,797,810,850,
  └─ Equipments,4,6,10,10,11,11,12,12,12,12,
  └─ Furniture n fittings,1,3,3,4,4,4,5,6,6,6,
  └─ Vehicles,2,4,7,9,9,8,8,8,8,10,
  └─ Intangible Assets,0,44,46,47,49,53,56,56,56,55,79
  └─ Other fixed assets,0,77,83,84,88,95,99,99,100,98,
  └─ Gross Block,150,653,794,842,888,958,1071,1122,1133,1171,
  └─ Accumulated Depreciation,45,250,370,398,442,490,543,626,671,726,
CWIP,7,11,13,19,34,71,38,13,4,1,7
Investments,0,0,0,4,8,10,12,12,12,1,1
Other Assets,70,267,298,400,301,373,424,462,430,357,396
  └─ Inventories,26,56,67,107,85,91,116,123,124,125,141
  └─ Trade receivables,18,106,154,169,91,149,174,209,200,153,173
  └─ Cash Equivalents,5,70,41,59,70,77,87,80,54,36,35
  └─ Loans n Advances,3,8,11,11,19,11,11,14,14,10,7
  └─ Other asset items,17,26,25,54,37,45,36,35,38,33,40
Total Assets,181,680,734,867,789,922,1002,983,908,804,839
