Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4
Reserves,24,27,18,22,31,30
Borrowings,17,17,38,37,36,77
  └─ Long term Borrowings,9.79,8.74,23.74,23.32,23.00,23.71
  └─ Short term Borrowings,3.79,4.83,8.26,7.45,7.26,47.68
  └─ Lease Liabilities,3.36,3.33,6.49,5.82,5.73,5.63
  └─ Other Borrowings,0.00,0.00,0.00,0.01,0.00,
Other Liabilities,25,25,39,48,55,8
  └─ Non controlling int,0.00,0.00,-0.01,-0.05,-0.08,0.00
  └─ Trade Payables,8.78,1.31,7.73,12.96,27.14,5.43
  └─ Advance from Customers,11.10,19.77,28.11,31.04,23.91,
  └─ Other liability items,5.28,3.96,2.90,3.91,3.80,2.62
Total Liabilities,70,73,99,111,126,119
Fixed Assets,34,33,63,58,63,66
  └─ Land,0.11,0.11,0.11,0.11,0.11,
  └─ Building,6.75,6.75,9.33,9.12,9.05,
  └─ Plant Machinery,39.55,42.67,74.27,77.38,90.76,
  └─ Equipments,0.08,0.08,0.09,0.15,0.16,
  └─ Computers,0.03,0.06,0.06,0.12,0.13,
  └─ Furniture n fittings,0.02,0.04,0.04,0.06,0.06,
  └─ Vehicles,0.43,0.43,2.22,2.23,2.23,
  └─ Other fixed assets,0.41,0.42,0.72,0.16,0.17,
  └─ Gross Block,47.38,50.56,86.84,89.33,102.67,
  └─ Accumulated Depreciation,12.89,17.43,23.72,31.11,39.32,
CWIP,2,5,0,8,8,0
Investments,0,0,1,1,2,1
Other Assets,34,36,35,43,53,51
  └─ Inventories,16.68,10.35,19.03,27.03,30.39,3.82
  └─ Trade receivables,4.67,0.08,3.51,6.13,3.90,31.07
  └─ Cash Equivalents,0.87,0.24,0.53,1.24,8.50,0.30
  └─ Loans n Advances,0.41,18.27,1.50,1.47,4.19,0.23
  └─ Other asset items,11.18,6.61,9.98,7.14,6.07,15.41
Total Assets,70,73,99,111,126,119
