Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,24,24,24,32,24,28,28,28
Reserves,3,4,2,-1,-10,-10,37,31,34,37
Borrowings,31,35,36,36,32,21,22,22,22,27
  └─ Long term Borrowings,,,,,,,13.32,12.79,11.92,24.72
  └─ Short term Borrowings,,,,,,,9.00,9.60,10.20,2.10
  └─ Preference Capital,0.00,0.00,0.00,0.00,0.00,0.00,2.07,2.07,2.07,0.00
  └─ Other Borrowings,30.89,34.87,35.98,36.05,32.01,20.91,-2.07,-2.07,-2.07,
Other Liabilities,34,32,37,40,28,22,39,47,57,54
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.01,0.03
  └─ Trade Payables,23.73,20.26,0.00,23.42,18.41,0.00,25.48,31.46,40.90,37.14
  └─ Advance from Customers,1.79,3.19,0.00,3.71,1.21,0.00,0.64,1.91,2.04,
  └─ Other liability items,8.23,8.31,37.07,13.36,8.49,21.80,12.45,13.25,13.97,16.54
Total Liabilities,83,85,100,100,74,64,122,128,141,145
Fixed Assets,37,34,62,58,39,33,61,66,65,59
  └─ Land,3.52,3.52,0.00,34.73,20.76,0.00,42.94,48.94,48.94,
  └─ Building,25.87,25.87,0.00,25.22,20.80,0.00,10.10,11.01,11.04,
  └─ Plant Machinery,40.50,40.31,0.00,40.52,40.62,0.00,11.94,12.57,13.20,
  └─ Equipments,1.17,1.24,0.00,1.35,1.36,0.00,1.42,1.74,1.93,
  └─ Furniture n fittings,1.81,1.82,0.00,1.82,0.90,0.00,1.14,1.17,1.18,
  └─ Vehicles,0.75,0.75,0.00,0.36,0.36,0.00,6.03,5.91,6.07,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.71,0.71,0.73
  └─ Other fixed assets,0.00,0.00,104.52,0.00,0.00,81.74,0.41,0.43,0.45,
  └─ Gross Block,73.62,73.51,104.52,104.00,84.80,81.74,74.69,82.48,83.52,
  └─ Accumulated Depreciation,36.77,39.62,42.70,45.50,46.11,48.95,14.12,16.56,18.92,
CWIP,0,0,0,0,0,0,1,0,0,0
Investments,7,7,4,4,4,4,0,0,0,1
Other Assets,39,45,34,38,31,27,61,62,76,85
  └─ Inventories,12.90,17.41,15.88,14.29,10.05,8.75,20.79,24.44,29.09,33.29
  └─ Trade receivables,15.34,15.89,13.09,17.29,16.11,8.93,31.21,30.33,38.05,42.69
    └─ Receivables over 6m,4.78,3.58,0.00,5.27,3.74,0.00,13.37,3.86,3.89,
    └─ Receivables under 6m,12.02,12.96,13.09,12.91,12.79,8.93,18.30,26.95,35.22,
    └─ Prov for Doubtful,-1.46,-0.65,0.00,-0.89,-0.42,0.00,-0.46,-0.48,-1.06,
  └─ Cash Equivalents,1.06,1.17,0.74,0.84,0.52,4.47,2.75,2.44,3.37,3.41
  └─ Loans n Advances,0.88,0.60,0.00,1.02,0.89,0.00,2.14,1.07,1.12,0.80
  └─ Other asset items,9.07,9.46,4.38,4.30,3.88,5.34,4.30,3.42,4.51,4.73
Total Assets,83,85,100,100,74,64,122,128,141,145
