Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,15,15,15,15,15,15,15,16,16,16
Reserves,65,103,117,127,131,133,139,152,164,195,212,250
Borrowings,4,37,16,79,69,109,98,113,148,139,13,17
  └─ Long term Borrowings,2.12,33.13,16.21,79.47,69.38,97.12,98.04,112.67,139.07,137.87,11.09,16.29
  └─ Short term Borrowings,0.00,3.30,0.00,0.00,0.00,0.00,0.00,0.07,8.49,1.53,1.70,1.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,12.34,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,1.92,0.19,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,24,52,40,57,41,33,31,41,30,27,25,40
  └─ Trade Payables,12.67,32.43,17.44,35.04,23.08,18.50,21.61,30.77,16.86,14.53,15.81,16.53
  └─ Advance from Customers,0.64,1.73,0.29,0.09,1.15,0.12,0.03,0.05,0.08,0.02,0.02,
  └─ Other liability items,10.74,18.02,22.39,21.98,16.30,14.01,9.30,9.76,12.86,12.08,9.00,23.02
Total Liabilities,108,207,188,278,256,290,282,320,356,377,266,323
Fixed Assets,18,20,20,22,30,28,15,15,14,13,12,284
  └─ Building,14,14,13,13,13,27,13,13,13,11,13,
  └─ Equipments,1,2,2,2,2,2,2,2,2,2,1,
  └─ Computers,3,4,2,5,15,2,2,2,2,2,0,
  └─ Furniture n fittings,2,4,4,4,4,5,5,5,5,5,5,
  └─ Vehicles,1,2,1,1,1,1,1,1,1,1,1,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,0,0,272
  └─ Other fixed assets,1,1,0,0,0,0,0,-0,0,2,0,
  └─ Gross Block,23,26,21,25,35,38,23,24,24,24,21,
  └─ Accumulated Depreciation,5,7,2,4,5,10,8,9,10,11,9,
CWIP,26,0,0,0,1,21,61,108,155,180,221,0
Investments,9,59,72,72,74,71,72,75,82,87,3,0
Other Assets,55,129,96,185,151,170,134,122,105,98,30,39
  └─ Inventories,12.13,55.30,41.25,123.90,99.08,122.78,98.92,86.91,87.22,86.50,19.19,12.29
  └─ Trade receivables,3.17,9.01,9.50,12.30,11.61,2.68,1.96,3.45,4.03,3.50,4.02,4.60
  └─ Cash Equivalents,13.33,15.93,19.36,23.38,12.24,18.85,10.91,9.19,5.20,2.97,4.40,4.67
  └─ Loans n Advances,10.33,22.80,3.71,1.12,1.75,1.00,0.73,0.87,1.76,0.45,1.33,1.04
  └─ Other asset items,15.71,25.55,21.98,24.31,26.41,24.53,21.46,21.11,6.70,4.53,0.81,16.50
Total Assets,108,207,188,278,256,290,282,320,356,377,266,323
