Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,36,36,36,36,36,36,36,36,35,35,35,35,
Reserves,1174,1187,1322,1540,1707,1834,2182,2968,3375,3853,6251,7335,
Borrowings,1482,1221,1363,1386,1395,1694,1714,1581,1407,1366,2861,2632,
  └─ Long term Borrowings,821,0,0,0,0,0,1493,1195,1063,1058,2342,2134,
  └─ Short term Borrowings,473,0,0,0,0,0,221,386,344,308,481,461,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,38,37,
  └─ Other Borrowings,188,1221,1363,1386,1395,1694,0,0,0,0,0,,
Other Liabilities,352,382,395,451,543,538,587,714,664,747,977,1369,
  └─ Non controlling int,71,72,83,88,132,100,101,104,100,106,106,106,
  └─ Trade Payables,71,112,153,156,188,255,247,260,161,173,194,172,
  └─ Advance from Customers,5,4,5,20,7,7,10,21,30,25,20,,
  └─ Other liability items,206,194,154,187,217,176,229,329,373,444,657,1091,
Total Liabilities,3044,2827,3115,3413,3682,4102,4518,5298,5481,6002,10125,11371,
Fixed Assets,1333,1226,1183,1358,1349,1323,1287,2853,2907,2853,5845,6109,
  └─ Land,84,40,38,39,39,39,39,69,62,82,165,,
  └─ Building,295,239,233,256,265,272,275,362,406,459,771,,
  └─ Plant Machinery,1424,941,958,1170,1205,1232,1262,2804,2987,3045,5903,,
  └─ Furniture n fittings,12,5,5,7,8,10,10,13,15,17,23,,
  └─ Vehicles,13,5,6,11,12,12,10,11,18,22,26,,
  └─ Intangible Assets,3,0,36,34,48,63,64,72,72,73,73,125,
  └─ Other fixed assets,58,69,50,54,58,58,59,91,91,81,80,,
  └─ Gross Block,1889,1299,1326,1571,1636,1686,1720,3422,3652,3780,7040,,
  └─ Accumulated Depreciation,556,74,143,212,287,363,433,569,745,926,1195,,
CWIP,441,594,799,783,1063,1374,1616,133,132,251,621,463,
Investments,279,205,226,241,213,191,266,500,422,659,792,1645,
Other Assets,991,803,907,1030,1057,1214,1349,1812,2020,2239,2867,3154,
  └─ Inventories,428,222,343,411,440,501,579,613,726,528,809,794,
  └─ Trade receivables,97,125,106,131,93,124,138,169,182,101,221,276,
    └─ Receivables over 6m,5,0,0,0,0,0,4,4,4,4,111,,2
    └─ Receivables under 6m,95,129,110,134,95,127,138,168,181,101,221,,64
    └─ Prov for Doubtful,-3,-4,-3,-3,-3,-3,-3,-4,-4,-4,-110,,-2
  └─ Cash Equivalents,11,12,11,68,45,165,97,282,372,768,608,864,
  └─ Loans n Advances,227,285,333,278,350,344,432,528,503,593,793,566,
  └─ Other asset items,228,160,114,141,129,81,104,221,237,249,436,652,
Total Assets,3044,2827,3115,3413,3682,4102,4518,5298,5481,6002,10125,11371,
