Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,5,10,10,10,10,10
Reserves,157,203,270,354,458,535,647,785,947
Borrowings,33,146,161,141,183,248,259,320,423
  └─ Long term Borrowings,26,32,22,3,0,0,0,0,0
  └─ Short term Borrowings,0,2,1,1,1,0,0,0,0
  └─ Lease Liabilities,0,111,128,137,183,248,259,320,423
  └─ Other Borrowings,7,2,9,0,0,0,0,0,
Other Liabilities,39,53,46,41,62,61,66,158,127
  └─ Non controlling int,-1,-0,-0,0,1,2,3,3,0
  └─ Trade Payables,18,22,22,22,22,28,33,33,38
  └─ Advance from Customers,1,0,0,0,0,0,0,0,
  └─ Other liability items,21,32,25,19,39,31,30,121,90
Total Liabilities,234,406,482,541,713,853,983,1274,1507
Fixed Assets,119,259,272,268,370,524,742,865,1070
  └─ Land,2,2,2,2,46,46,46,46,
  └─ Building,31,162,184,202,271,362,400,496,
  └─ Plant Machinery,93,149,165,188,216,305,37,41,
  └─ Equipments,1,2,2,2,3,5,355,431,
  └─ Computers,2,4,5,6,7,11,13,15,
  └─ Furniture n fittings,12,18,23,26,34,54,66,75,
  └─ Vehicles,2,3,4,4,3,6,6,7,
  └─ Intangible Assets,7,7,5,5,5,5,133,133,140
  └─ Other fixed assets,1,2,3,3,4,6,13,16,
  └─ Gross Block,152,349,392,437,589,800,1069,1261,
  └─ Accumulated Depreciation,33,89,121,169,219,276,327,396,
CWIP,3,3,10,9,34,28,9,70,34
Investments,73,69,55,28,54,139,109,185,228
Other Assets,39,76,146,236,255,163,123,154,174
  └─ Inventories,2,2,3,3,4,2,5,5,5
  └─ Trade receivables,8,9,8,7,10,9,16,15,21
    └─ Receivables over 6m,0.00,0.00,0.00,0.32,3.54,2.20,6.60,3.88,
    └─ Receivables under 6m,8.65,10.93,9.65,6.39,7.76,9.05,11.85,13.09,
    └─ Prov for Doubtful,-0.71,-1.81,-1.65,0.00,-1.53,-1.76,-2.21,-2.21,
  └─ Cash Equivalents,18,53,118,194,192,116,73,49,53
  └─ Loans n Advances,1,2,2,3,4,5,5,6,48
  └─ Other asset items,10,10,15,30,44,30,24,79,48
Total Assets,234,406,482,541,713,853,983,1274,1507
