Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,89.74,89.74,89.74,89.74,89.74,89.74,89.74,89.74,107.33,107.33,128.80,161.00,
Reserves,80.92,83.22,143.90,122.87,110.62,110.68,139.51,140.59,122.77,129.83,150.11,146.41,
Borrowings,76.66,73.89,100.00,99.56,101.19,90.80,60.72,56.06,60.06,25.19,6.97,9.53,
  └─ Long term Borrowings,71.67,66.74,100.00,90.54,92.17,88.17,57.60,11.80,7.96,7.33,1.61,9.51,
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,3.12,44.25,52.10,17.86,5.36,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,
  └─ Other Borrowings,4.99,7.15,0.00,9.02,9.02,2.63,0.00,0.01,0.00,0.00,0.00,,
Other Liabilities,70.41,70.45,5.53,1.56,0.78,2.54,1.54,1.68,23.12,20.02,19.52,30.78,
  └─ Non controlling int,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.66,0.70,0.70,0.71,0.71,
  └─ Trade Payables,0.73,0.83,0.80,1.31,0.57,2.41,1.28,0.76,2.70,2.32,1.18,1.45,
  └─ Advance from Customers,0.00,0.00,0.00,0.18,0.14,0.01,0.14,0.14,0.15,0.27,0.01,,
  └─ Other liability items,69.37,69.31,4.73,0.07,0.07,0.12,0.12,0.12,19.57,16.73,17.62,28.62,
Total Liabilities,317.73,317.30,339.17,313.73,302.33,293.76,291.51,288.07,313.28,282.37,305.40,347.72,
Fixed Assets,155.57,199.88,228.60,198.94,189.20,180.73,245.57,166.31,159.45,235.79,248.47,245.07,
  └─ Land,6,9,34,33,33,33,33,34,34,34,34,,
  └─ Building,1,1,0,0,0,0,0,0,0,1,2,,
  └─ Plant Machinery,200,248,200,192,192,192,193,193,221,222,241,,
  └─ Equipments,2,2,1,1,1,1,1,1,1,1,1,,
  └─ Computers,0,0,0,0,0,0,0,0,0,0,0,,
  └─ Furniture n fittings,0,0,0,0,0,0,0,0,0,0,0,,
  └─ Vehicles,2,2,1,1,1,0,0,0,1,1,1,,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,80,80,80,
  └─ Other fixed assets,5,6,6,6,6,6,80,6,6,6,6,,
  └─ Gross Block,215,266,242,232,232,233,307,235,264,346,366,,
  └─ Accumulated Depreciation,59,67,14,33,43,52,61,68,105,110,117,,
CWIP,46.35,64.03,47.78,60.96,68.57,73.88,0.96,0.96,0.96,0.96,0.96,12.31,
Investments,6.12,8.41,10.15,10.46,10.46,10.41,10.46,1.04,0.04,0.04,0.04,0.04,
Other Assets,109.69,44.98,52.64,43.37,34.10,28.74,34.52,119.76,152.83,45.58,55.93,90.30,
  └─ Inventories,3.72,3.26,1.43,0.14,0.74,0.32,5.38,4.50,4.44,1.50,1.58,1.78,
  └─ Trade receivables,5.46,4.68,6.36,6.03,5.78,4.70,5.11,8.06,8.20,8.40,5.42,3.82,
    └─ Receivables over 6m,1.06,3.34,0.00,0.00,0.00,0.00,3.09,3.78,4.16,5.85,4.43,,0.51
    └─ Receivables under 6m,4.40,1.34,6.36,6.03,5.78,4.70,2.02,4.28,4.05,2.56,0.99,,1.21
  └─ Cash Equivalents,4.80,4.73,9.22,7.03,6.88,4.46,5.55,1.60,21.76,0.48,1.72,21.57,
  └─ Loans n Advances,0.40,0.27,0.63,0.60,0.28,0.41,0.26,1.20,0.46,0.82,1.45,44.99,
  └─ Other asset items,95.31,32.04,35.00,29.57,20.42,18.85,18.22,104.40,117.97,34.38,45.76,18.14,
Total Assets,317.73,317.30,339.17,313.73,302.33,293.76,291.51,288.07,313.28,282.37,305.40,347.72,
