Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,10,10,10,10,10,10,10,13,13,
Reserves,100,119,115,138,165,196,249,308,394,495,606,766,
Borrowings,43,36,47,48,41,28,27,21,14,26,75,44,
  └─ Long term Borrowings,29.65,32.12,41.09,38.05,31.60,24.70,20.00,3.88,0.00,7.27,32.61,18.83,
  └─ Short term Borrowings,12.56,0.32,0.80,4.42,7.39,0.85,0.00,0.16,0.00,1.08,21.67,10.36,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.64,13.53,18.00,21.16,14.48,
  └─ Other Borrowings,1.14,4.06,5.31,5.97,1.97,2.91,6.54,0.00,0.00,-0.01,0.01,,
Other Liabilities,62,62,52,66,62,69,79,122,150,255,298,255,
  └─ Non controlling int,2,3,6,6,5,0,0,0,0,0,0,0,
  └─ Trade Payables,28,26,22,29,24,23,27,30,26,36,31,39,
  └─ Advance from Customers,0,0,14,16,18,20,16,30,46,0,0,,
  └─ Other liability items,32,33,10,16,15,26,37,63,78,219,267,215,
Total Liabilities,216,228,224,263,278,303,365,462,568,786,993,1077,
Fixed Assets,122,126,127,149,142,151,159,196,218,357,520,543,
  └─ Building,0,0,3,3,3,3,3,8,9,10,10,,
  └─ Plant Machinery,1,1,1,1,1,1,1,1,1,1,1,,
  └─ Equipments,4,4,2,2,2,3,3,3,4,4,5,,
  └─ Computers,12,12,16,18,19,20,21,28,34,30,34,,
  └─ Furniture n fittings,6,7,3,3,4,3,3,4,4,4,4,,
  └─ Vehicles,1,1,1,0,0,0,0,0,1,4,5,,
  └─ Intangible Assets,121,124,122,143,138,141,149,167,191,327,489,518,
  └─ Other fixed assets,0,-0,0,3,3,14,21,30,32,37,45,,
  └─ Gross Block,145,149,148,173,170,186,201,242,275,417,592,,
  └─ Accumulated Depreciation,23,24,20,24,28,35,42,47,57,60,72,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,0,3,0,0,0,6,10,18,9,14,0,0,
Other Assets,94,99,96,114,136,147,195,248,341,415,472,534,
  └─ Trade receivables,54,50,51,58,65,68,64,106,116,162,194,193,
    └─ Receivables over 6m,4,3,0,0,0,0,0,2,1,5,16,,3
    └─ Receivables under 6m,51,47,52,59,66,69,66,105,115,157,184,,46
    └─ Prov for Doubtful,-0,-1,-1,-1,-1,-1,-2,-1,0,-0,-6,,-0
  └─ Cash Equivalents,15,20,22,30,40,43,90,95,144,193,197,251,
  └─ Loans n Advances,17,19,12,13,17,15,17,20,27,31,35,2,
  └─ Other asset items,7,10,11,12,15,21,24,28,54,29,46,89,
Total Assets,216,228,224,263,278,303,365,462,568,786,993,1077,
