Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.08,10.08,10.08,10.08,10.08,8.50,8.50,8.50,8.50,3.00
Reserves,2.22,2.43,2.46,2.53,2.36,5.46,5.48,5.39,4.52,8.36
Borrowings,17.79,17.82,17.45,17.50,17.47,17.44,18.61,17.38,12.44,18.67
  └─ Long term Borrowings,17.79,17.82,17.45,17.50,17.47,17.44,18.61,17.38,12.44,18.67
Other Liabilities,0.04,0.04,0.12,0.07,0.06,0.10,0.12,1.44,7.05,2.38
  └─ Trade Payables,0.01,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.04
  └─ Other liability items,0.03,0.02,0.10,0.03,0.03,0.07,0.10,1.41,7.02,2.34
Total Liabilities,30.13,30.37,30.11,30.18,29.97,31.50,32.71,32.71,32.51,32.41
Fixed Assets,26.69,26.94,27.02,27.05,27.08,27.11,28.01,28.39,29.04,30.28
  └─ Land,26.49,26.78,26.87,26.92,26.96,27.01,27.91,28.29,29.00,
  └─ Building,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
  └─ Plant Machinery,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.07,0.00,
  └─ Furniture n fittings,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other fixed assets,-0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.01,
  └─ Gross Block,26.92,27.03,27.12,27.16,27.21,27.25,28.16,28.42,29.07,
  └─ Accumulated Depreciation,0.23,0.08,0.10,0.11,0.13,0.14,0.15,0.03,0.03,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,3.05,3.21,2.83,2.86,2.62,4.15,4.16,4.06,3.45,2.10
Other Assets,0.39,0.22,0.26,0.27,0.27,0.24,0.54,0.26,0.02,0.03
  └─ Trade receivables,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.03,0.00,0.00
  └─ Cash Equivalents,0.04,0.01,0.01,0.01,0.01,0.02,0.15,0.03,0.01,0.00
  └─ Loans n Advances,0.00,0.02,0.02,0.01,0.02,0.01,0.00,0.00,0.00,0.00
  └─ Other asset items,0.35,0.19,0.23,0.25,0.24,0.21,0.22,0.20,0.01,0.03
Total Assets,30.13,30.37,30.11,30.18,29.97,31.50,32.71,32.71,32.51,32.41
