Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10
Reserves,1033,1169,1285,1452,1526
Borrowings,390,373,365,467,567
  └─ Long term Borrowings,0,0,0,0,24
  └─ Short term Borrowings,357,332,333,422,490
  └─ Lease Liabilities,33,42,32,45,52
  └─ Other Borrowings,0,0,0,-0,
Other Liabilities,399,520,749,829,912
  └─ Non controlling int,0,0,72,69,47
  └─ Trade Payables,271,391,497,559,658
  └─ Other liability items,128,129,180,201,207
Total Liabilities,1831,2072,2408,2758,3015
Fixed Assets,273,277,368,390,441
  └─ Land,48,48,48,57,
  └─ Building,94,135,128,167,
  └─ Plant Machinery,176,192,194,214,
  └─ Equipments,7,7,8,9,
  └─ Computers,9,9,11,12,
  └─ Furniture n fittings,8,10,10,12,
  └─ Vehicles,2,2,4,4,
  └─ Intangible Assets,0,0,113,115,126
  └─ Other fixed assets,38,8,11,11,
  └─ Gross Block,383,411,528,602,
  └─ Accumulated Depreciation,110,134,160,213,
CWIP,3,3,15,19,7
Investments,36,88,91,89,51
Other Assets,1519,1703,1935,2260,2515
  └─ Inventories,476,472,494,507,595
  └─ Trade receivables,335,410,502,494,535
    └─ Receivables over 6m,12,6,7,52,
    └─ Receivables under 6m,331,414,507,461,
    └─ Prov for Doubtful,-8,-10,-12,-19,
  └─ Cash Equivalents,574,654,757,1051,1157
  └─ Loans n Advances,72,108,126,132,10
  └─ Other asset items,62,59,56,76,219
Total Assets,1831,2072,2408,2758,3015
