Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,12,12,14,14,14,15,15,15,15
Reserves,35,58,86,86,66,62,70,61,83,112,173,219
Borrowings,0,0,0,0,0,5,5,5,3,1,1,2
  └─ Long term Borrowings,0.05,0.05,0.00,0.05,0.04,3.97,3.02,2.25,0.91,0.13,0.00,0.00
  └─ Short term Borrowings,0.00,0.00,0.04,0.00,0.00,0.00,0.96,1.18,1.34,0.20,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,1.26,1.29,1.20,0.91,0.67,2.26
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,1.27,-0.01,0.00,0.00,0.00,0.00,
Other Liabilities,13,16,8,8,9,10,9,9,20,17,19,19
  └─ Non controlling int,0.59,1.26,1.79,1.97,1.63,1.63,2.04,2.10,2.08,1.90,1.78,1.82
  └─ Trade Payables,1.49,2.28,2.30,2.50,3.43,2.68,1.96,3.18,10.16,4.97,8.90,5.60
  └─ Advance from Customers,0.29,0.06,0.04,0.06,0.11,0.42,0.05,0.23,0.25,0.37,0.39,
  └─ Other liability items,11.03,12.62,4.01,3.47,3.49,5.69,5.20,3.73,7.30,10.01,8.41,11.74
Total Liabilities,60,86,106,106,87,92,99,89,121,145,208,256
Fixed Assets,11,16,26,26,23,28,26,28,37,37,38,38
  └─ Land,0.00,0.22,0.31,0.31,0.31,1.64,1.30,1.31,1.17,5.54,5.34,
  └─ Building,5.47,11.20,11.94,13.48,13.40,12.63,13.23,14.04,11.76,12.57,14.07,
  └─ Plant Machinery,6.61,6.63,13.02,14.46,13.91,21.16,22.57,24.45,35.85,37.05,39.90,
  └─ Equipments,0.89,0.90,0.11,0.21,0.37,0.43,0.50,0.56,0.65,0.79,1.12,
  └─ Computers,0.18,0.27,0.17,0.34,0.43,0.44,0.55,0.62,0.70,0.77,0.90,
  └─ Furniture n fittings,0.57,0.58,0.33,0.60,0.79,0.89,0.96,0.96,2.68,3.05,4.66,
  └─ Vehicles,0.95,1.02,0.35,0.39,0.39,0.38,0.32,0.94,0.94,1.67,1.80,
  └─ Intangible Assets,1.34,1.34,1.28,2.14,2.14,2.14,2.14,5.22,5.39,5.62,5.97,2.06
  └─ Other fixed assets,0.01,-0.01,0.15,0.17,0.17,0.17,0.18,0.17,4.85,5.14,5.47,
  └─ Gross Block,16.02,22.15,27.66,32.10,31.91,39.88,41.75,48.27,63.99,72.20,79.23,
  └─ Accumulated Depreciation,5.16,6.21,1.49,5.96,9.08,12.19,15.81,20.34,27.12,34.77,41.71,
CWIP,1,1,1,1,2,10,12,13,1,3,2,0
Investments,15,15,18,29,17,14,9,1,0,0,46,77
Other Assets,33,53,60,49,45,40,53,46,83,104,123,141
  └─ Inventories,1,1,2,5,6,3,4,7,15,22,20,25
  └─ Trade receivables,0,6,10,8,8,3,7,4,26,32,29,34
  └─ Cash Equivalents,26,41,43,30,18,19,20,20,29,22,46,53
  └─ Loans n Advances,2,1,0,1,1,0,4,4,4,2,1,8
  └─ Other asset items,4,5,5,7,12,14,18,11,9,26,26,20
Total Assets,60,86,106,106,87,92,99,89,121,145,208,256
