Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,10,10,11,11,11,11,11
Reserves,119,277,398,794,904,1037,1174,1322
Borrowings,8,67,0,8,74,119,218,436
  └─ Long term Borrowings,1,34,0,0,35,33,100,94
  └─ Short term Borrowings,3,27,0,8,39,72,88,314
  └─ Lease Liabilities,0,0,0,0,0,13,30,28
  └─ Other Borrowings,4,6,0,0,0,0,0,
Other Liabilities,118,118,152,442,375,401,482,520
  └─ Trade Payables,106,97,131,186,181,219,286,323
  └─ Advance from Customers,0,2,5,5,1,1,1,
  └─ Other liability items,12,19,16,251,193,181,195,196
Total Liabilities,250,471,561,1255,1364,1567,1886,2289
Fixed Assets,74,94,181,607,585,578,598,811
  └─ Land,10,17,17,55,55,53,53,
  └─ Building,25,42,73,167,169,180,211,
  └─ Plant Machinery,38,49,116,187,193,214,264,
  └─ Equipments,1,1,2,3,3,5,6,
  └─ Computers,0,1,1,2,3,3,4,
  └─ Furniture n fittings,2,3,4,7,7,10,11,
  └─ Vehicles,2,3,3,7,5,6,5,
  └─ Intangible Assets,7,7,17,246,276,284,287,224
  └─ Other fixed assets,0,0,0,31,31,36,36,
  └─ Gross Block,86,122,234,704,743,791,878,
  └─ Accumulated Depreciation,12,29,53,97,158,213,279,
CWIP,3,22,0,1,16,47,140,173
Investments,0,18,0,36,51,63,84,35
Other Assets,173,338,379,611,712,880,1063,1269
  └─ Inventories,55,58,95,190,188,282,355,405
  └─ Trade receivables,86,94,144,305,354,425,474,557
    └─ Receivables over 6m,0,0,0,7,11,15,46,
    └─ Receivables under 6m,86,95,145,300,347,418,438,
    └─ Prov for Doubtful,-0,-0,-1,-2,-4,-8,-9,
  └─ Cash Equivalents,6,127,88,52,124,30,57,92
  └─ Loans n Advances,4,15,10,30,13,26,54,10
  └─ Other asset items,22,43,42,34,33,116,122,205
Total Assets,250,471,561,1255,1364,1567,1886,2289
