Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,6,6,138
Reserves,60,70,74,79,92,110,142,168,61
Borrowings,55,66,65,85,104,75,60,66,67
  └─ Long term Borrowings,2,3,3,10,9,7,7,4,3
  └─ Short term Borrowings,52,63,62,70,91,67,52,59,58
  └─ Lease Liabilities,0,0,0,2,2,2,1,3,5
  └─ Preference Capital,2,3,3,3,0,0,0,0,0
  └─ Other Borrowings,-2,-3,-3,-0,2,0,0,-0,
Other Liabilities,34,42,54,61,56,62,56,48,43
  └─ Trade Payables,29.63,35.82,39.10,39.70,41.60,45.40,37.45,33.19,26.50
  └─ Advance from Customers,0.00,1.58,5.16,12.04,4.90,6.29,4.33,3.61,
  └─ Other liability items,4.15,4.80,9.37,9.48,9.24,10.16,14.57,11.62,16.04
Total Liabilities,154,184,198,231,257,253,265,288,308
Fixed Assets,14,14,14,14,14,12,13,15,21
  └─ Land,0.14,0.14,0.43,0.43,0.43,0.43,0.43,0.43,
  └─ Building,6.78,7.07,7.24,9.36,7.24,7.24,7.24,7.24,
  └─ Plant Machinery,10.50,12.92,14.72,15.22,17.05,17.68,19.41,21.14,
  └─ Equipments,0.67,0.73,0.71,0.69,0.73,0.88,0.98,1.31,
  └─ Computers,0.18,0.14,0.08,0.02,0.04,0.40,0.45,0.52,
  └─ Furniture n fittings,0.14,0.23,0.22,0.23,0.23,0.31,0.31,0.36,
  └─ Vehicles,2.79,2.20,1.84,1.84,2.68,3.17,4.58,4.76,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12
  └─ Other fixed assets,1.69,1.72,1.71,1.81,1.89,2.99,0.91,2.87,
  └─ Gross Block,22.89,25.15,26.95,29.60,30.29,33.10,34.31,38.63,
  └─ Accumulated Depreciation,8.68,10.67,13.17,15.36,16.20,20.63,20.91,23.54,
CWIP,1,2,3,1,-0,0,0,0,0
Investments,1,2,10,12,14,25,36,40,41
Other Assets,138,165,171,203,229,215,215,233,246
  └─ Inventories,61,78,92,107,110,95,92,79,81
  └─ Trade receivables,37,47,46,59,85,78,85,115,131
    └─ Receivables over 6m,3,47,46,14,0,26,23,25,
    └─ Receivables under 6m,34,0,0,44,85,53,63,92,
    └─ Prov for Doubtful,0,0,0,0,-0,-0,-1,-2,
  └─ Cash Equivalents,9,1,2,1,2,1,1,0,1
  └─ Loans n Advances,15,17,7,12,7,3,5,3,2
  └─ Other asset items,15,23,25,24,24,37,33,36,32
Total Assets,154,184,198,231,257,253,265,288,308
