Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,4.55,4.55,4.55,4.55,4.55,4.55,5.94,5.94,5.94,5.94,5.94,5.94,
Reserves,86.51,96.69,99.70,80.00,59.24,54.31,65.56,256.51,232.53,240.31,332.31,337.04,
Borrowings,14.40,7.69,11.74,12.16,12.68,17.65,21.81,19.19,20.87,24.97,16.88,3.18,
  └─ Long term Borrowings,2.03,0.95,0.28,0.91,2.28,7.78,18.43,19.08,20.77,20.97,0.03,0.00,
  └─ Short term Borrowings,11.57,5.94,9.39,11.08,9.73,9.79,3.23,0.11,0.10,0.11,12.94,0.03,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,3.90,3.91,3.15,
  └─ Other Borrowings,0.80,0.80,2.07,0.17,0.67,0.08,0.09,0.00,0.00,-0.01,0.00,,
Other Liabilities,28.26,41.38,32.14,54.13,34.29,23.72,21.12,19.78,21.99,20.86,21.44,20.40,
  └─ Non controlling int,2.56,5.74,5.25,5.33,5.38,5.34,5.20,4.94,0.00,0.00,0.00,0.00,
  └─ Trade Payables,4.16,8.97,10.19,15.21,10.70,9.11,7.36,7.77,9.42,10.67,10.82,7.27,
  └─ Advance from Customers,2.05,1.93,1.46,0.48,2.96,2.19,1.89,1.03,0.76,0.54,1.45,,
  └─ Other liability items,19.49,24.74,15.24,33.11,15.25,7.08,6.67,6.04,11.81,9.65,9.17,13.13,
Total Liabilities,133.72,150.31,148.13,150.84,110.76,100.23,114.43,301.42,281.33,292.08,376.57,366.56,
Fixed Assets,60.91,46.04,41.93,37.14,34.29,32.64,41.96,50.54,48.54,35.39,33.61,26.23,
  └─ Land,8.94,7.98,7.98,7.98,8.08,8.08,11.38,8.05,8.05,8.05,8.01,,
  └─ Building,48.06,41.49,38.97,39.06,39.16,39.79,47.71,23.97,23.97,28.10,28.47,,
  └─ Plant Machinery,52.03,51.95,55.31,55.54,56.56,53.11,54.03,51.33,52.44,50.54,52.05,,
  └─ Equipments,4.36,4.21,4.25,4.42,4.56,5.41,5.49,2.60,2.96,1.96,2.30,,
  └─ Furniture n fittings,9.93,7.83,7.95,7.95,7.99,7.92,8.16,7.21,7.96,3.92,4.51,,
  └─ Vehicles,2.83,2.67,2.79,2.69,2.56,2.71,1.50,1.32,1.41,1.60,1.43,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,
  └─ Other fixed assets,0.31,0.37,0.38,0.37,0.41,0.42,-0.01,32.97,33.11,8.13,8.37,,
  └─ Gross Block,126.46,116.50,117.63,118.01,119.32,117.44,128.26,127.45,129.90,102.30,105.14,,
  └─ Accumulated Depreciation,65.55,70.46,75.70,80.87,85.04,84.80,86.30,76.91,81.37,66.91,71.53,,
CWIP,3.30,3.27,1.62,0.56,0.39,0.61,0.36,0.04,0.56,0.50,0.59,0.71,
Investments,25.10,50.34,63.03,64.54,27.00,15.09,7.77,30.42,149.82,181.96,249.79,270.98,
Other Assets,44.41,50.66,41.55,48.60,49.08,51.89,64.34,220.42,82.41,74.23,92.58,68.64,
  └─ Inventories,16.79,13.48,16.78,18.58,16.62,13.75,11.86,10.26,11.23,9.57,10.35,12.47,
  └─ Trade receivables,12.79,11.93,11.83,13.10,11.03,11.20,11.64,13.66,15.49,11.28,8.68,10.84,
    └─ Receivables over 6m,0.40,0.63,0.00,0.00,0.00,0.00,0.00,0.01,0.00,2.50,3.17,,16.60
    └─ Receivables under 6m,12.79,11.93,12.94,13.68,12.04,12.29,12.37,13.66,15.49,11.23,8.99,,0.00
    └─ Prov for Doubtful,-0.40,-0.63,-1.11,-0.58,-1.01,-1.09,-0.74,0.00,0.00,-2.45,-3.48,,-0.58
  └─ Cash Equivalents,6.76,15.67,4.38,4.19,4.56,8.55,26.52,188.61,43.84,22.87,41.12,6.92,
  └─ Loans n Advances,0.66,1.54,1.72,1.31,1.62,1.82,1.10,1.73,1.23,1.17,1.31,10.88,
  └─ Other asset items,7.41,8.04,6.84,11.42,15.25,16.57,13.22,6.16,10.62,29.34,31.12,27.53,
Total Assets,133.72,150.31,148.13,150.84,110.76,100.23,114.43,301.42,281.33,292.08,376.57,366.56,
