Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,18,18,18,18,18,18,18,18,18
Reserves,12,17,40,41,42,27,12,4,1,-27,-44
Borrowings,28,35,40,42,52,61,65,62,61,63,63
  └─ Long term Borrowings,9,12,15,17,19,26,24,17,17,11,12
  └─ Short term Borrowings,18,23,23,23,31,33,38,45,43,52,51
  └─ Other Borrowings,1,1,2,2,2,3,3,0,0,,
Other Liabilities,8,9,38,18,20,30,7,7,6,5,5
  └─ Non controlling int,0.00,-0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,4.25,4.60,32.64,14.56,15.70,7.88,2.99,2.33,1.66,1.25,1.46
  └─ Advance from Customers,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Other liability items,2.88,5.13,5.12,3.31,3.94,22.00,4.31,4.32,4.20,4.12,3.47
Total Liabilities,52,64,136,119,131,135,102,90,85,59,43
Fixed Assets,7,7,10,20,22,19,16,14,11,10,9
  └─ Land,0.45,0.06,0.06,0.06,0.06,0.00,0.00,0.06,0.06,,
  └─ Building,0.31,0.90,0.90,0.90,0.90,1.24,1.24,2.14,0.90,,
  └─ Plant Machinery,1.41,4.75,4.77,4.77,9.00,0.00,0.00,9.40,9.40,,
  └─ Equipments,0.28,1.50,7.50,11.96,18.05,0.00,0.00,10.20,10.20,,
  └─ Computers,0.01,0.13,0.13,0.15,0.21,0.00,0.00,0.22,0.24,,
  └─ Furniture n fittings,0.20,0.67,0.67,0.67,0.67,0.00,0.00,0.63,0.63,,
  └─ Vehicles,0.97,3.27,4.57,4.94,6.69,0.00,0.00,5.36,5.36,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.81,4.81
  └─ Other fixed assets,3.28,4.35,0.77,7.01,0.75,18.05,14.91,5.56,5.56,,
  └─ Gross Block,6.91,15.63,19.37,30.46,36.33,19.29,16.15,33.57,32.35,,
  └─ Accumulated Depreciation,0.00,9.03,9.58,10.83,13.88,0.00,0.00,19.40,20.91,,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,44,58,126,99,108,116,86,76,74,49,34
  └─ Inventories,25.66,28.57,35.64,36.36,38.83,22.61,19.26,19.83,21.74,18.50,9.32
  └─ Trade receivables,7.86,19.32,49.84,47.93,51.54,25.90,17.52,10.40,9.15,5.09,1.73
    └─ Receivables over 6m,5.97,2.01,5.92,16.41,24.46,16.88,15.15,6.84,7.90,,
    └─ Receivables under 6m,1.89,17.31,43.92,31.53,27.08,9.02,2.37,3.56,1.25,,
  └─ Cash Equivalents,4.03,3.70,34.60,0.72,1.70,0.95,0.48,0.23,0.49,0.87,0.20
  └─ Loans n Advances,3.71,0.08,0.11,0.20,0.05,0.10,0.03,0.01,0.00,12.19,9.60
  └─ Other asset items,3.17,5.86,5.33,13.61,15.81,66.24,48.41,45.47,42.18,12.03,13.08
Total Assets,52,64,136,119,131,135,102,90,85,59,43
