Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.55,3,3,15,15,15,15
Reserves,4,8,15,47,64,88,121
Borrowings,0,0,0,1,0,0,0
  └─ Long term Borrowings,0.00,0.22,0.22,0.62,0.09,0.03,0.06
Other Liabilities,3,5,5,7,8,10,15
  └─ Non controlling int,0.00,0.12,0.11,0.00,0.00,0.00,0.00
  └─ Trade Payables,0.03,0.46,0.30,0.24,0.14,0.40,1.04
  └─ Advance from Customers,0.95,0.84,1.98,0.00,0.00,0.00,
  └─ Other liability items,1.69,3.28,2.35,6.90,7.40,9.68,13.93
Total Liabilities,7,15,22,69,86,112,150
Fixed Assets,1,1,2,3,4,5,5
  └─ Equipments,0.12,0.13,0.20,0.18,0.20,0.25,
  └─ Computers,0.56,0.77,0.93,1.31,1.41,1.77,
  └─ Furniture n fittings,2.23,2.23,2.32,2.12,2.50,2.53,
  └─ Vehicles,0.50,0.50,1.35,2.21,2.21,2.21,
  └─ Intangible Assets,0.00,0.00,0.04,0.47,1.40,1.40,3.12
  └─ Other fixed assets,0.00,0.01,0.00,0.00,0.48,1.88,
  └─ Gross Block,3.41,3.64,4.84,6.29,8.20,10.04,
  └─ Accumulated Depreciation,2.48,2.55,3.20,3.72,4.23,4.82,
CWIP,0,0,0,1,1,0,0
Investments,4,10,11,15,57,60,103
Other Assets,2,4,9,50,24,47,43
  └─ Trade receivables,0.00,0.00,0.23,6.47,10.74,15.47,11.77
  └─ Cash Equivalents,1.37,2.48,5.83,35.89,4.67,20.21,15.73
  └─ Loans n Advances,0.11,0.56,1.53,2.06,3.17,5.55,6.88
  └─ Other asset items,0.84,0.92,1.67,5.87,5.53,6.16,8.31
Total Assets,7,15,22,69,86,112,150
