Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,17,17,17
Reserves,29,55,60,67
Borrowings,27,35,44,57
  └─ Long term Borrowings,6,6,3,2
  └─ Short term Borrowings,20,26,38,51
  └─ Lease Liabilities,1,4,4,3
  └─ Other Borrowings,-0,-0,-0,
Other Liabilities,34,73,60,67
  └─ Non controlling int,0,4,4,4
  └─ Trade Payables,20,53,42,52
  └─ Advance from Customers,5,4,3,
  └─ Other liability items,9,12,12,11
Total Liabilities,102,180,182,208
Fixed Assets,16,39,38,28
  └─ Land,0.00,8.57,8.67,
  └─ Building,0.00,16.27,16.92,
  └─ Plant Machinery,0.00,14.87,16.65,
  └─ Equipments,0.00,0.53,0.60,
  └─ Computers,0.00,0.55,0.70,
  └─ Furniture n fittings,0.00,0.80,1.00,
  └─ Vehicles,0.00,1.21,1.51,
  └─ Intangible Assets,0.72,3.15,3.15,0.46
  └─ Other fixed assets,15.35,4.27,3.70,
  └─ Gross Block,16.07,50.22,52.90,
  └─ Accumulated Depreciation,0.49,11.13,14.88,
CWIP,0,0,0,0
Investments,0,0,1,3
Other Assets,86,141,143,177
  └─ Inventories,26,40,49,71
  └─ Trade receivables,33,77,69,74
    └─ Receivables over 6m,0,16,20,
    └─ Receivables under 6m,33,63,50,
    └─ Prov for Doubtful,-1,-2,-1,
  └─ Cash Equivalents,0,2,1,3
  └─ Loans n Advances,25,17,21,1
  └─ Other asset items,1,4,3,28
Total Assets,102,180,182,208
