Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,41,41,41,41,41,41,41,41,41,41,41,41
Reserves,1511,1245,293,596,168,46,-210,-772,-1287,1833,2330,2244
Borrowings,1835,2519,2542,2803,3971,4153,4172,4442,3642,3,3,3
  └─ Long term Borrowings,918.29,1281.69,1080.00,2312.45,3373.38,3336.59,2500.72,3149.63,2699.40,2.75,2.94,3.15
  └─ Short term Borrowings,527.21,844.57,1218.92,414.83,574.39,784.08,1668.89,1292.12,942.64,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,5.30,2.58,0.00,0.00,0.00,0.00,0.00
  └─ Preference Capital,0.00,0.00,0.00,0.00,3.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,389.29,392.35,242.68,76.05,19.75,26.78,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,698,654,761,707,1000,561,635,520,598,684,622,675
  └─ Non controlling int,3,3,0,0,-27,-27,-27,-27,-27,-27,-27,-27
  └─ Trade Payables,481,297,358,351,523,308,385,335,363,359,281,374
  └─ Advance from Customers,30,25,123,40,286,56,70,56,55,24,16,
  └─ Other liability items,184,330,280,315,218,224,208,155,207,327,351,327
Total Liabilities,4085,4459,3637,4147,5181,4800,4639,4231,2994,2560,2995,2963
Fixed Assets,879,631,572,556,528,521,488,466,442,575,583,600
  └─ Land,137.37,109.60,109.37,109.37,98.39,98.61,96.54,96.55,95.21,259.73,271.73,
  └─ Building,148.78,78.47,55.78,56.55,53.13,61.80,59.80,52.44,49.09,36.71,44.69,
  └─ Plant Machinery,982.49,707.49,413.34,425.03,438.27,453.60,458.03,471.74,479.81,490.05,503.79,
  └─ Equipments,7.35,6.86,0.43,0.64,0.74,0.93,0.76,2.30,2.55,1.87,2.53,
  └─ Computers,15.56,15.99,3.65,3.60,2.85,3.87,3.89,5.53,6.24,6.06,5.23,
  └─ Furniture n fittings,45.45,43.38,11.93,11.91,12.45,10.35,3.86,6.20,6.23,6.18,9.89,
  └─ Vehicles,4.82,4.52,3.57,4.00,4.55,4.90,4.78,2.26,2.38,2.58,3.03,
  └─ Intangible Assets,4.22,4.22,0.63,0.63,0.63,93.02,93.02,93.03,0.63,0.63,0.63,0.13
  └─ Other fixed assets,76.22,76.14,5.08,4.97,5.20,5.80,5.39,4.46,8.88,5.87,6.32,
  └─ Gross Block,1422.26,1046.67,603.78,616.70,616.21,732.88,726.07,734.51,651.02,809.68,847.84,
  └─ Accumulated Depreciation,543.33,415.77,31.66,60.74,88.62,212.09,237.83,268.06,208.80,235.12,265.09,
CWIP,75,72,75,74,5,1,1,0,0,14,27,61
Investments,54,54,773,950,1062,377,474,367,194,747,1467,1303
Other Assets,3077,3701,2218,2566,3586,3901,3677,3397,2357,1225,919,999
  └─ Inventories,711,680,421,409,2201,2424,2043,1815,1098,245,254,462
  └─ Trade receivables,265,238,138,212,1092,714,654,295,267,52,44,43
    └─ Receivables over 6m,60.20,101.55,0.00,0.00,0.00,0.00,0.00,214.91,63.19,58.06,5.68,
    └─ Receivables under 6m,224.26,156.65,166.10,242.27,1104.34,738.86,679.48,222.76,242.64,49.95,44.11,
    └─ Prov for Doubtful,-19.48,-19.89,-28.23,-29.91,-12.12,-25.09,-25.31,-142.77,-39.18,-55.94,-5.81,
  └─ Cash Equivalents,69,121,162,133,77,47,235,468,185,479,99,82
  └─ Loans n Advances,62,41,7,84,62,16,15,13,12,1,3,139
  └─ Other asset items,1970,2620,1489,1728,154,700,729,806,796,448,519,273
Total Assets,4085,4459,3637,4147,5181,4800,4639,4231,2994,2560,2995,2963
