Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,15,15,15,15,15,15,15,15,14,14,14,13,
Reserves,474,466,479,478,453,638,742,795,775,816,734,742,
Borrowings,0,10,15,13,25,20,5,0,9,9,4,16,
  └─ Short term Borrowings,0.00,10.00,15.00,13.49,25.00,20.00,5.00,0.00,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.29,8.75,4.17,15.80,
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,,
Other Liabilities,79,75,80,102,113,141,132,122,125,144,149,174,
  └─ Trade Payables,51,44,40,68,72,81,69,46,45,40,50,42,
  └─ Advance from Customers,5,2,5,4,4,9,5,4,4,5,4,,
  └─ Other liability items,23,29,35,29,37,51,58,72,77,99,95,132,
Total Liabilities,568,566,590,608,605,815,894,931,924,984,901,945,
Fixed Assets,185,139,162,158,154,151,149,152,160,158,154,298,
  └─ Land,31,32,66,66,66,66,66,66,66,67,67,,
  └─ Building,44,35,38,39,39,39,39,45,58,62,62,,
  └─ Plant Machinery,15,13,19,21,20,20,20,20,22,25,29,,
  └─ Equipments,1,1,2,3,5,5,5,6,7,8,7,,
  └─ Computers,1,0,0,0,0,0,0,0,0,0,0,,
  └─ Furniture n fittings,1,1,1,1,1,1,1,1,2,2,1,,
  └─ Vehicles,1,1,2,2,2,2,2,2,2,2,2,,
  └─ Intangible Assets,184,108,108,108,43,108,108,108,108,108,108,146,
  └─ Other fixed assets,1,0,1,1,1,1,5,5,4,5,5,,
  └─ Gross Block,279,191,237,241,177,243,247,254,270,277,281,,
  └─ Accumulated Depreciation,94,52,75,82,23,92,98,102,109,119,127,,
CWIP,1,1,0,15,22,27,25,28,28,28,28,27,
Investments,184,275,339,307,251,446,585,612,575,586,401,367,
Other Assets,199,151,90,127,178,191,135,140,161,212,318,253,
  └─ Inventories,39,50,42,47,61,63,43,57,51,56,55,66,
  └─ Trade receivables,13,25,27,32,37,26,22,19,30,44,72,76,
    └─ Receivables over 6m,0,0,0,0,0,0,0,1,2,6,8,,1
    └─ Receivables under 6m,13,25,27,32,37,26,22,18,28,38,64,,8
    └─ Prov for Doubtful,0,0,0,0,0,0,0,-0,-0,-0,-1,,0
  └─ Cash Equivalents,134,60,12,13,14,13,10,14,19,44,112,39,
  └─ Loans n Advances,4,4,4,5,7,10,12,4,9,15,21,10,
  └─ Other asset items,8,11,3,29,58,79,48,45,51,53,58,62,
Total Assets,568,566,590,608,605,815,894,931,924,984,901,945,
