Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,86,331,937,972,972,972,972,972,1322,1410,1564,1943,
Reserves,-365,125,204,258,288,212,32,-234,-235,-200,-58,-24,
Borrowings,2422,1967,841,800,657,684,836,981,409,455,358,354,
  └─ Long term Borrowings,1704,1509,344,282,206,206,201,154,266,298,263,239,
  └─ Short term Borrowings,418,455,492,512,426,452,635,825,140,154,94,112,
  └─ Lease Liabilities,0,0,0,0,0,0,0,2,4,3,2,2,
  └─ Preference Capital,300,0,0,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,0,3,5,7,25,26,0,0,0,0,0,,
Other Liabilities,484,528,883,1121,1055,735,577,505,506,544,523,820,
  └─ Non controlling int,0,0,0,0,1,1,1,1,2,2,2,2,
  └─ Trade Payables,237,205,256,444,539,438,340,340,380,304,411,720,
  └─ Advance from Customers,157,69,393,411,148,57,81,59,34,43,40,,
  └─ Other liability items,90,254,234,266,367,238,155,104,90,195,70,98,
Total Liabilities,2627,2951,2865,3151,2971,2603,2416,2223,2002,2209,2387,3093,
Fixed Assets,41,55,61,56,55,51,45,41,36,31,26,22,
  └─ Land,2.42,3.22,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,,
  └─ Building,7.24,7.24,4.70,4.70,4.69,4.99,4.98,7.30,8.19,7.39,6.58,,
  └─ Plant Machinery,45.72,65.93,56.57,57.05,59.81,60.31,58.36,55.78,52.17,52.17,52.17,,
  └─ Equipments,1.20,1.22,0.37,0.39,0.23,0.27,0.13,0.12,0.12,0.12,0.12,,
  └─ Computers,4.11,3.47,0.56,1.12,1.32,1.49,1.77,0.91,0.94,0.99,1.11,,
  └─ Furniture n fittings,1.10,1.28,0.60,0.60,0.99,0.99,0.91,0.68,0.68,0.61,0.61,,
  └─ Vehicles,2.80,1.97,0.77,0.74,0.74,0.53,0.52,0.52,0.12,0.11,0.11,,
  └─ Intangible Assets,11.02,11.02,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.16,
  └─ Other fixed assets,5.47,4.73,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.42,0.42,,
  └─ Gross Block,81.08,100.08,66.96,67.99,71.17,71.96,70.06,68.70,65.61,64.77,64.08,,
  └─ Accumulated Depreciation,40.02,44.87,6.07,11.74,16.45,21.45,24.94,27.62,29.37,33.80,38.08,,
CWIP,29,10,0,0,0,0,0,0,0,0,0,0,
Investments,5,5,1,1,1,1,1,1,0,1,0,2,
Other Assets,2552,2880,2803,3094,2915,2551,2370,2182,1965,2178,2361,3069,
  └─ Inventories,85,45,38,38,38,3,2,0,0,0,0,0,
  └─ Trade receivables,252,291,482,364,485,480,402,372,292,300,368,589,
    └─ Receivables over 6m,163,333,0,0,0,0,426,373,304,240,242,,124
    └─ Receivables under 6m,129,0,537,417,491,532,46,90,78,152,212,,165
    └─ Prov for Doubtful,-40,-42,-55,-54,-6,-52,-70,-91,-90,-93,-85,,-43
  └─ Cash Equivalents,108,51,101,61,112,61,37,30,50,61,49,75,
  └─ Loans n Advances,116,152,100,130,268,136,135,134,149,137,64,291,
  └─ Other asset items,1991,2341,2082,2502,2013,1872,1794,1645,1474,1680,1879,2113,
Total Assets,2627,2951,2865,3151,2971,2603,2416,2223,2002,2209,2387,3093,
