Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,67,91,91,91
Reserves,10,15,40,340,392,432
Borrowings,11,15,5,7,7,6
  └─ Long term Borrowings,0.00,7.26,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,11.02,1.50,0.00,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,6.46,5.18,7.31,7.13,6.13
Other Liabilities,20,26,67,71,183,233
  └─ Non controlling int,0,0,5,7,36,47
  └─ Trade Payables,2,8,2,3,55,82
  └─ Advance from Customers,0,0,1,2,2,
  └─ Other liability items,18,18,59,59,91,104
Total Liabilities,41,56,179,510,672,762
Fixed Assets,8,15,88,93,148,180
  └─ Plant Machinery,0,0,0,0,0,
  └─ Equipments,0,0,0,2,3,
  └─ Computers,0,0,1,2,3,
  └─ Furniture n fittings,0,0,0,2,2,
  └─ Vehicles,0,0,1,1,2,
  └─ Intangible Assets,8,8,82,82,136,167
  └─ Other fixed assets,7,7,8,12,15,
  └─ Gross Block,16,16,92,100,161,
  └─ Accumulated Depreciation,8,1,4,7,14,
CWIP,0,0,0,0,11,15
Investments,0,0,0,15,110,126
Other Assets,32,41,92,402,404,441
  └─ Inventories,0,0,1,2,0,0
  └─ Trade receivables,9,9,18,25,93,119
  └─ Cash Equivalents,9,14,45,252,91,262
  └─ Loans n Advances,1,0,2,2,3,16
  └─ Other asset items,14,19,26,121,216,44
Total Assets,41,56,179,510,672,762
