Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,11,11,11,11,11,11,11,11
Reserves,9,29,33,37,41,44,47,53,64
Borrowings,29,19,31,39,39,46,45,95,91
  └─ Long term Borrowings,15,3,11,13,14,8,9,27,26
  └─ Short term Borrowings,14,15,19,23,25,38,36,68,65
  └─ Other Borrowings,1,1,1,2,0,0,0,0,
Other Liabilities,11,6,25,17,23,42,22,29,28
  └─ Non controlling int,0.08,0.11,0.13,0.16,0.17,0.18,0.19,0.70,1.73
  └─ Trade Payables,7.16,3.40,21.23,12.24,16.43,37.11,17.69,18.80,16.14
  └─ Advance from Customers,0.12,0.29,0.48,0.28,0.54,1.02,0.62,1.55,
  └─ Other liability items,3.17,2.02,3.26,4.36,5.60,4.07,3.57,7.82,10.52
Total Liabilities,57,65,99,104,114,144,125,187,195
Fixed Assets,6,5,8,13,11,10,11,30,29
  └─ Land,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,
  └─ Building,0.00,0.00,0.00,0.00,0.00,0.37,0.37,6.07,
  └─ Plant Machinery,0.00,0.00,7.40,11.66,12.46,12.47,13.86,28.59,
  └─ Equipments,0.00,0.00,0.35,1.05,0.59,0.61,0.61,1.19,
  └─ Computers,0.00,0.00,0.67,0.69,0.71,0.74,0.76,1.01,
  └─ Furniture n fittings,0.00,0.00,2.32,2.62,3.19,3.21,3.21,5.09,
  └─ Vehicles,0.00,0.00,3.90,4.31,3.44,3.43,4.65,6.25,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
  └─ Other fixed assets,5.95,5.33,0.14,0.14,0.15,0.14,0.14,0.15,
  └─ Gross Block,5.95,5.33,14.78,20.47,20.91,20.97,23.60,48.35,
  └─ Accumulated Depreciation,0.00,0.00,6.44,7.96,9.82,11.36,12.90,18.40,
CWIP,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0
Other Assets,51,59,91,92,103,134,114,157,165
  └─ Inventories,28,37,49,47,49,65,65,88,87
  └─ Trade receivables,18,13,31,33,45,58,41,45,51
    └─ Receivables over 6m,6.37,2.52,6.63,7.96,17.10,15.02,14.69,16.09,
    └─ Receivables under 6m,11.41,10.58,24.04,24.72,28.27,42.83,26.37,29.30,
  └─ Cash Equivalents,2,3,4,3,3,5,1,9,2
  └─ Loans n Advances,0,1,1,2,1,1,1,1,21
  └─ Other asset items,3,6,6,7,4,5,6,14,5
Total Assets,57,65,99,104,114,144,125,187,195
