Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,8
Reserves,44,48,60,77,94,118
Borrowings,32,30,31,25,30,45
  └─ Long term Borrowings,19.92,16.04,14.90,8.30,19.68,28.56
  └─ Short term Borrowings,4.30,6.41,8.40,8.15,2.87,9.15
  └─ Lease Liabilities,7.85,7.70,7.86,8.69,7.69,7.64
  └─ Other Borrowings,-0.02,0.00,-0.01,0.00,0.00,
Other Liabilities,12,14,15,19,16,23
  └─ Non controlling int,0.00,0.00,0.05,0.68,0.00,0.00
  └─ Trade Payables,4.12,6.34,5.09,8.01,6.34,12.49
  └─ Other liability items,7.41,7.90,9.80,9.94,9.90,10.13
Total Liabilities,95,100,114,128,148,194
Fixed Assets,26,56,64,64,64,71
  └─ Land,9.76,8.95,9.76,10.78,10.78,
  └─ Building,2.62,7.88,10.74,11.06,11.23,
  └─ Plant Machinery,34.46,57.01,68.12,74.54,83.73,
  └─ Equipments,0.43,0.00,0.00,0.00,0.00,
  └─ Computers,0.27,0.28,0.33,0.39,0.38,
  └─ Furniture n fittings,0.15,0.14,0.15,0.18,0.23,
  └─ Vehicles,0.67,0.77,1.16,2.19,2.20,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.42
  └─ Other fixed assets,0.00,0.00,0.00,0.01,0.01,
  └─ Gross Block,48.36,75.03,90.26,99.15,108.56,
  └─ Accumulated Depreciation,22.20,18.90,26.39,35.05,45.00,
CWIP,34,2,2,3,5,23
Investments,6,7,10,21,29,40
Other Assets,29,35,38,40,51,61
  └─ Inventories,7.13,12.83,15.98,10.60,19.19,21.03
  └─ Trade receivables,5.08,13.50,13.72,12.69,19.62,10.89
  └─ Cash Equivalents,8.62,1.85,2.53,8.63,5.02,4.99
  └─ Loans n Advances,0.54,1.32,0.91,2.42,1.33,2.59
  └─ Other asset items,7.99,5.37,4.76,5.63,5.63,21.01
Total Assets,95,100,114,128,148,194
