Metric,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014,Mar 2015
Equity Capital,51,51,,51,51,51,154,154,154,154,,
Reserves,235,296,,1161,1134,1139,1178,1342,1454,1599,,
Borrowings,939,1194,,1156,1306,1545,1638,1017,372,463,,
  └─ Long term Borrowings,626,901,,941,899,1295,883,711,319,410,196,239
  └─ Short term Borrowings,106,232,,215,407,248,754,305,52,47,376,100
  └─ Lease Liabilities,0,0,,0,1,1,1,1,1,5,0,0
  └─ Other Borrowings,208,61,,,0,0,0,0,0,,,
Other Liabilities,304,627,,2146,1982,1896,2022,2148,754,668,,
  └─ Non controlling int,60,213,,562,465,390,521,679,539,507,131,69
  └─ Trade Payables,69,192,,170,88,148,135,220,47,28,156,75
  └─ Advance from Customers,0,0,,,6,79,69,37,2,,,
  └─ Other liability items,175,221,,1413,1424,1279,1297,1211,166,132,251,277
Total Liabilities,1530,2167,,4515,4473,4631,4992,4661,2733,2884,,
Fixed Assets,662,708,,3238,3160,3270,3463,3488,82,79,,
  └─ Land,18.26,18.82,,,20.57,20.61,20.67,17.42,14.38,,,
  └─ Building,18.76,19.81,,,24.49,112.82,110.13,129.09,11.47,,,
  └─ Plant Machinery,54.67,64.66,,,133.95,137.77,191.58,185.73,35.06,,,
  └─ Equipments,8.33,9.58,,,5.35,5.47,5.67,1.20,1.23,,,
  └─ Computers,2.87,3.75,,,3.54,3.73,3.93,0.79,0.82,,,
  └─ Furniture n fittings,2.63,2.67,,,5.03,3.23,3.23,4.66,10.20,,,
  └─ Vehicles,88.02,96.80,,,176.74,167.16,148.95,151.24,143.52,,,
  └─ Intangible Assets,480.19,496.85,,63.11,18.85,24.87,25.38,19.48,19.85,19.79,0.00,0.00
  └─ Other fixed assets,120.16,140.78,,,3046.15,3080.88,3245.69,3290.42,7.01,,,
  └─ Gross Block,793.89,853.72,,,3434.67,3556.54,3755.23,3800.03,243.54,,,
  └─ Accumulated Depreciation,132.26,146.15,,,275.12,286.27,292.06,312.31,161.50,,,
CWIP,5,4,,0,0,0,0,0,0,1,,
Investments,109,42,,274,285,235,177,191,1922,2005,,
Other Assets,755,1414,,1004,1029,1126,1352,982,729,798,,
  └─ Inventories,41,91,,37,40,46,60,78,11,13,76,35
  └─ Trade receivables,194,553,,244,298,368,390,348,345,330,339,139
    └─ Receivables over 6m,33,30,,,0,142,140,119,140,,,
    └─ Receivables under 6m,161,524,,,298,226,250,233,207,,,
    └─ Prov for Doubtful,0,0,,,0,0,0,-4,-1,,,
  └─ Cash Equivalents,21,67,,36,33,20,40,108,22,45,36,19
  └─ Loans n Advances,19,111,,571,94,120,232,298,288,358,387,94
  └─ Other asset items,479,593,,115,564,572,630,151,63,52,21,32
Total Assets,1530,2167,,4515,4473,4631,4992,4661,2733,2884,,
