Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.81,0.81,18,18,18
Reserves,10,17,43,57,73
Borrowings,2,14,4,12,47
  └─ Long term Borrowings,1.97,4.08,3.17,4.19,12.87
  └─ Short term Borrowings,0.49,10.11,1.06,7.72,33.75
  └─ Other Borrowings,0.01,0.00,-0.01,-0.01,
Other Liabilities,16,17,14,19,64
  └─ Non controlling int,0.00,0.00,0.06,0.00,0.00
  └─ Trade Payables,12.41,11.91,8.01,7.53,27.23
  └─ Other liability items,3.29,4.62,6.39,11.75,36.33
Total Liabilities,29,49,80,106,201
Fixed Assets,5,8,12,13,36
  └─ Building,4.57,7.19,10.73,0.00,
  └─ Plant Machinery,0.00,0.00,0.00,12.69,
  └─ Equipments,0.32,0.45,0.51,0.54,
  └─ Computers,0.16,0.28,0.36,0.39,
  └─ Furniture n fittings,0.43,1.50,2.01,0.49,
  └─ Vehicles,2.09,2.57,1.73,3.36,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.35
  └─ Other fixed assets,0.16,0.16,0.56,0.59,
  └─ Gross Block,7.73,12.15,15.90,18.06,
  └─ Accumulated Depreciation,2.25,3.97,3.71,4.84,
CWIP,0,0,0,4,3
Investments,4,4,0,0,0
Other Assets,19,36,67,89,161
  └─ Inventories,2,8,25,37,54
  └─ Trade receivables,6,16,16,31,39
    └─ Receivables over 6m,2.68,1.61,1.18,4.61,
    └─ Receivables under 6m,3.48,14.73,14.94,26.10,
  └─ Cash Equivalents,6,0,18,10,9
  └─ Loans n Advances,1,1,3,3,17
  └─ Other asset items,4,11,5,8,42
Total Assets,29,49,80,106,201
