Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,13,13
Reserves,174,217,258,280,290,316,1083,1236
Borrowings,18,12,6,0,0,0,11,3
  └─ Long term Borrowings,12.33,6.25,0.00,0.00,0.00,0.00,0.10,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,9.63,2.80
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.50
  └─ Other Borrowings,6.16,6.25,6.25,0.00,0.00,0.00,0.00,
Other Liabilities,252,241,216,187,200,181,540,505
  └─ Non controlling int,-0,-0,-0,-0,-0,-0,13,11
  └─ Trade Payables,101,108,85,74,96,94,216,259
  └─ Advance from Customers,-0,-0,23,14,24,15,155,
  └─ Other liability items,151,133,108,99,80,73,157,236
Total Liabilities,457,483,494,480,503,510,1647,1757
Fixed Assets,85,91,102,114,97,82,315,362
  └─ Land,0.22,0.22,0.22,0.22,0.22,0.22,84.38,
  └─ Building,15.17,23.24,39.09,39.47,39.49,38.99,134.83,
  └─ Plant Machinery,122.36,117.10,119.67,138.58,131.98,130.84,225.54,
  └─ Equipments,2.66,2.95,3.29,3.76,3.93,4.23,4.29,
  └─ Furniture n fittings,5.86,7.34,7.89,8.83,9.21,9.55,23.94,
  └─ Vehicles,5.90,5.91,7.54,8.92,9.32,9.12,9.54,
  └─ Intangible Assets,12.54,13.42,13.42,14.77,14.77,14.77,19.68,4.80
  └─ Other fixed assets,1.25,2.51,3.16,4.12,5.37,6.16,9.32,
  └─ Gross Block,165.96,172.69,194.28,218.67,214.29,213.88,511.52,
  └─ Accumulated Depreciation,81.18,82.10,92.24,104.76,117.23,132.14,196.17,
CWIP,4,2,0,27,30,30,21,5
Investments,61,103,125,134,121,161,445,463
Other Assets,307,288,266,205,255,237,866,928
  └─ Inventories,82,82,72,42,58,57,215,218
  └─ Trade receivables,144,135,132,110,144,119,480,523
  └─ Cash Equivalents,27,25,16,13,21,25,67,117
  └─ Loans n Advances,20,28,0,12,0,0,5,36
  └─ Other asset items,34,17,46,28,32,37,98,33
Total Assets,457,483,494,480,503,510,1647,1757
